API명,특수문자여부,특수문자개수
"단위:uSv/hr
",Yes,2
"육종기관
",No,0
"육지:1제주:9
",Yes,2
"육지부_인공해안선
",Yes,1
"육지부_자연해안선
",Yes,1
"육질등급
",No,0
"육질등급구분
",No,0
"육질등급명
",No,0
"""윤년구분(평:평년,윤:윤년)""
",Yes,7
"""윤달구분(평:평달,윤:윤달)""
",Yes,7
"율리우스적일
",No,0
"은행
",No,0
"은행명
",No,0
"음성_PART코드
",Yes,1
"음성_상세설명
",Yes,1
"음성_설명
",Yes,1
"음성_재생시간
",Yes,1
"음식가격
",No,0
"음식분류구분명
",No,0
"음식분류구분코드(
",Yes,1
"FM01:한식
",Yes,1
"FM02:양식
",Yes,1
"FM03:일식
",Yes,1
"FM04:중식
",Yes,1
"FM05:뷔페
",Yes,1
"FM06:분식M3:기타
",Yes,2
")
",Yes,1
"음식시퀀스
",No,0
"음식이름
",No,0
"음식점간략소개
",No,0
"음식점고유번호
",No,0
"""음식점구분B01:추어탕,B02:한식,B03:중식,B04:양식,B05:뷔페,B06:기타,B07:한정식,B08:정육식당""
",Yes,17
"음식점내용
",No,0
"음식점대표음식
",No,0
"음식점메뉴
",No,0
"음식점명
",No,0
"음식점번호
",No,0
"음식점상호
",No,0
"음식점소개
",No,0
"음식점소개내용
",No,0
"음식점소개이미지URL1
",No,0
"음식점소개이미지URL2
",No,0
"음식점소개이미지URL3
",No,0
"음식점소개이미지URL4
",No,0
"음식점소재지
",No,0
"음식점소재지주소
",No,0
"음식점연락처
",No,0
"음식점이름
",No,0
"음식점전화번호
",No,0
"음식점조회ID
",No,0
"음식점주소
",No,0
"음식점추가소개
",No,0
"음식포장
",No,0
"음악에대한설명입니다.
",Yes,1
"음악의제목입니다.
",Yes,1
"음악파일의위치입니다.
",Yes,1
"음용여부
",No,0
"음용여부명
",No,0
"음원URL
",No,0
"음원개수
",No,0
"음원명
",No,0
"""읍,면,동""
",Yes,4
"읍/면/동
",Yes,2
"읍/면/동코드
",Yes,2
"읍면동
",No,0
"읍면동(지역)
",Yes,2
"읍면동(행정자치부법정동주소코드참조)
",Yes,2
"읍면동검색키워드
",No,0
"""(명륜동,고담동등)""
",Yes,5
"읍면동검색키워드
",No,0
"""(명륜동,고담동등)""
",Yes,5
"(회원권시사용)
",Yes,2
"읍면동명
",No,0
"읍면동별
",No,0
"읍면동영문첫자
",No,0
"읍면동영문첫자목록
",No,0
"읍면동지역명
",No,0
"읍면동첫자(Optional)
",Yes,2
"읍면동코드
",No,0
"응급실
",No,0
"응급실낮시간운영여부
",No,0
"응급실낮시간전화번호1
",No,0
"응급실낮시간전화번호2
",No,0
"응급실밤시간운영여부
",No,0
"응급실밤시간전화번호1
",No,0
"응급실밤시간전화번호2
",No,0
"응급실시작시간
",No,0
"응급실운영여부(1/2)
",Yes,3
"응급실전화
",No,0
"응급실전화번호
",No,0
"응급실종료시간
",No,0
"응급의료기관분류
",No,0
"응급의료기관분류명
",No,0
"응급의료기관코드
",No,0
"응급의료기관코드명
",No,0
"응급조치
",No,0
"응답결과에대한메시지
",No,0
"""응답메시지타입(xml,json)중하나선택.""
",Yes,6
"""응답메시지타입(xml,json)중하나선택.""
",Yes,6
"(기본값:xml)
",Yes,3
"응답최대값
",No,0
"응답형태
",No,0
"응용분야
",No,0
"응용분야내역
",No,0
"응집엉김
",No,0
"의견등록마감일시'YYYY-MM-DDHH:MM
",Yes,4
"의견등록마감일시'YYYY-MM-DDHH:MM'
",Yes,5
"의견등록마감일시‘YYYY-MM-DDHH:MM:SS’
",Yes,6
"의결일자입니다.
",Yes,1
"의과
",No,0
"의뢰일자
",No,0
"의료기관명
",No,0
"의료기관주소(도로명)
",Yes,2
"의료기기분류명칭
",No,0
"의료기기분류번호
",No,0
"의료기기품목일련번호
",No,0
"의료기기품목일련번호_번호
",Yes,1
"의료기기품목허가번호
",No,0
"의료시설건수
",No,0
"의료시설면적(㎡)
",Yes,3
"의무구매대상이되는인증명
",No,0
"의미
",No,0
"의사수
",No,0
"의약외품구분명
",No,0
"의약외품구분코드
",No,0
"의약품모양
",No,0
"이관된장서데이터와코리스의연관관계
",No,0
"이동가능여부
",No,0
"이동경로고유번호
",No,0
"이동구분
",No,0
"이동구분코드
",No,0
"이동량(단위:㎏/년)
",Yes,5
"이동시간[분]
",Yes,2
"이동연월일
",No,0
"이동평균
",No,0
"이동평균가
",No,0
"이력(묶음)번호
",Yes,2
"*재묶음인경우묶음번호일수있습니다.
",Yes,2
"이력단계
",No,0
"이력번호
",No,0
"이력추적등록번호
",No,0
"이력추적등록증번호
",No,0
"이력추적번호
",No,0
"이력추정등록증번호
",No,0
"이름
",No,0
"이메일
",No,0
"이메일입니다.
",Yes,1
"이메일주소
",No,0
"이명
",No,0
"이문자열이제목에포함된동영상을가져옵니다
",No,0
"이미지
",No,0
"이미지1
",No,0
"이미지1URL
",No,0
"이미지1설명
",No,0
"이미지2
",No,0
"이미지2URL
",No,0
"이미지2설명
",No,0
"이미지3URL
",No,0
"이미지3설명
",No,0
"이미지4URL
",No,0
"이미지4설명
",No,0
"이미지5URL
",No,0
"이미지5설명
",No,0
"이미지6URL
",No,0
"이미지6설명
",No,0
"이미지7URL
",No,0
"이미지7설명
",No,0
"이미지Binary
",No,0
"이미지Url
",No,0
"이미지url
",No,0
"이미지URL
",No,0
"이미지URL(요청시ENCODEURI후요청)
",Yes,2
"이미지경로
",No,0
"이미지경로1
",No,0
"이미지경로2
",No,0
"이미지경로3
",No,0
"이미지경로L
",No,0
"이미지경로S
",No,0
"이미지경로주소입니다.
",Yes,1
"이미지구분명
",No,0
"이미지링크
",No,0
"이미지명
",No,0
"이미지목록
",No,0
"이미지보기URL
",No,0
"이미지상세조회url
",No,0
"이미지설명
",No,0
"이미지수
",No,0
"이미지수량만큼반복된다.
",Yes,1
"이미지순번
",No,0
"이미지여부
",No,0
"이미지용량
",No,0
"이미지원본파일명
",No,0
"이미지위치입니다.
",Yes,1
"이미지의투영성을결정TRUE고정값사용
",No,0
"이미지일련번호
",No,0
"이미지정보
",No,0
"이미지주소입니다.
",Yes,1
"이미지참고사이트
",No,0
"이미지카운트
",No,0
"이미지타입
",No,0
"이미지타입()
",Yes,2
"이미지파일경로
",No,0
"이미지파일고유ID
",No,0
"이미지파일고유값
",No,0
"이미지파일논리명
",No,0
"이미지파일명
",No,0
"이미지파일명입니다.
",Yes,1
"이미지파일설명
",No,0
"이미지포멧을결정image/png고정값사용
",Yes,1
"이미지해상도(스캐닝해상도또는GSD)
",Yes,2
"이미지?뺙戮?파일명
",Yes,3
"이벤트ID
",No,0
"이벤트id를지정합니다.
",Yes,1
"이벤트게시글의고유id입니다.
",Yes,1
"이벤트게시목록의ID를지정합니다.
",Yes,1
"이벤트금액(할인된금액)이있으면상품금액대신이금액이표시됨
",Yes,2
"이벤트기간입니다
",No,0
"이벤트내용
",No,0
"이벤트단체어른가격
",No,0
"이벤트단체어린이가격
",No,0
"이벤트대표이미지파일URL입니다.
",Yes,1
"이벤트발생시각
",No,0
"이벤트별코드입니다.
",Yes,1
"이벤트상품시
",No,0
"어른가격
",No,0
"이벤트상품시
",No,0
"어린이가격
",No,0
"이벤트상품여부
",No,0
"(Y:이벤트상품)
",Yes,3
"이벤트시작위치(경도)
",Yes,2
"이벤트시작위치(노선)
",Yes,2
"이벤트시작위치(노선명)
",Yes,2
"이벤트시작위치(노선방향S:시점E:종점)
",Yes,4
"이벤트시작위치(위도)
",Yes,2
"이벤트시작위치(차량진행방향)
",Yes,2
"이벤트시작위치(표준링크코드)
",Yes,2
"이벤트시작일자
",No,0
"이벤트에대한제공순번
",No,0
"이벤트정보홈페이지입니다.
",Yes,1
"이벤트제목
",No,0
"이벤트종료일자
",No,0
"이벤트타입입니다.
",Yes,1
"""(공연지,축제지,경연지)""
",Yes,6
"""이벤트타입입니다(공연지,축제지,경연지).""
",Yes,7
"이산화질소NO2(ppm)
",Yes,2
"이산화질소평균
",No,0
"이산화질소평균(단위:ppm)
",Yes,3
"이송방법
",No,0
"이슬점
",No,0
"이슬점온도?
",Yes,1
"이앙작업기보유대수
",No,0
"이앙작업기보유대수(N/대)
",Yes,3
"이앙작업기보유대수단위:대
",Yes,1
"이용가능시작시각
",No,0
"이용가능인원
",No,0
"이용가능인원수
",No,0
"이용가능종료시각
",No,0
"이용건수
",No,0
"이용구분
",No,0
"이용구분명
",No,0
"이용량
",No,0
"이용량(㎥/년)
",Yes,4
"이용량/개발가능량(%)
",Yes,4
"이용률(%)
",Yes,3
"이용률(단위:%)
",Yes,4
"이용목적
",No,0
"이용목적명
",No,0
"이용부두코드
",No,0
"이용선석코드
",No,0
"이용시간
",No,0
"이용시설
",No,0
"이용시설명
",No,0
"이용신청기간From
",No,0
"이용신청기간To
",No,0
"이용신청부두코드
",No,0
"이용신청선석코드
",No,0
"이용신청시설명
",No,0
"이용실적기간From
",No,0
"이용실적부두코드
",No,0
"이용실적선석코드
",No,0
"이용실적시설명
",No,0
"이용실정기간To
",No,0
"이용요금
",No,0
"이용요금여부
",No,0
"이용요금여부
",No,0
"Y=가능
",Yes,1
"N=불가능
",Yes,1
"이용제한구분
",No,0
"이용형태
",No,0
"이월된수급량(단위:천톤)
",Yes,3
"이윤기준율(%)
",Yes,3
"이재민세대수
",No,0
"이재민인원수
",No,0
"이전공항
",No,0
"이전측정값사용시전일수
",No,0
"이전측정값으로사용여부
",No,0
"이정
",No,0
"이정(km)
",Yes,2
"이틀전강우량(단위:mm)
",Yes,3
"이팝
",No,0
"이항목은인코딩을필요로하지않습니다.
",Yes,1
"이미지경로:http://tour.yeongdo.go.kr/include/ThumbGenerate.asp?VFilePath=/program/data/tour/restaurant/대표이미지
",Yes,17
"이항목은인코딩을필요로하지않습니다.
",Yes,1
"이미지경로:http://tour.yeongdo.go.kr/include/ThumbGenerate.asp?VFilePath=/program/data/tour/restaurant/목록이미지
",Yes,17
"이항목은인코딩을필요로하지않습니다.
",Yes,1
"이미지경로:http://tour.yeongdo.go.kr/include/ThumbGenerate.asp?VFilePath=/program/data/tour/restaurant/약도이미지
",Yes,17
"이화학정보
",No,0
"인가일
",No,0
"인공위성센서의밴드수
",No,0
"인공위성의센서모드이름
",No,0
"인공위성의센서이름
",No,0
"인공위성의이름
",No,0
"인공위성의종류구분코드
",No,0
"인구총계(명)
",Yes,2
"인근기계식대수(대)
",Yes,2
"인근기계식면적(㎡)
",Yes,3
"인근자주식대수(대)
",Yes,2
"인근자주식면적(㎡)
",Yes,3
"인기상품여부
",No,0
"(Y:인기상품)
",Yes,3
"인덱스
",No,0
"인덱스(키값)
",Yes,2
"인도받을장소
",No,0
"인도조건을나타내는항목으로코드값을기재
",No,0
"인력관정(개소수)
",Yes,2
"인력관정(이용량)
",Yes,2
"인명피해합
",No,0
"인산염인
",No,0
"인쇄ISSN
",No,0
"인수량
",No,0
"단위:200ℓ환산드럼수
",Yes,2
"인수식발열량(kcal/kg)
",Yes,3
"인수유황(%)
",Yes,3
"인수저장고위치의요오드량
",No,0
"단위:uSv/hr
",Yes,2
"인수저장고위치의이온량
",No,0
"단위:uSv/hr
",Yes,2
"인원
",No,0
"인원및비용관련설명
",No,0
"인원수
",No,0
"인입주번호
",No,0
"인접세대벽두께
",No,0
"인증구분
",No,0
"인증구분의내용
",No,0
"인증기업명
",No,0
"인증기업코드(사업자등록번호)
",Yes,2
"인증기준
",No,0
"인증년도
",No,0
"인증대상건축물군
",No,0
"인증된서비스키
",No,0
"인증등급
",No,0
"인증발전사
",No,0
"인증번호
",No,0
"인증사유코드
",No,0
"인증사유코드에대한내용
",No,0
"인증센터명
",No,0
"인증시작일시
",No,0
"인증여부
",No,0
"인증을위한고유Key
",No,0
"인증일자
",No,0
"인증종료일시
",No,0
"인증키
",No,0
"인증키(필수)
",Yes,2
"인증키를발급받을때사용한ID를입력합니다.
",Yes,1
"인증키요청변수
",No,0
"인천항도착시간
",No,0
"인천항출발시간
",No,0
"인코딩여부:defaulttrue
",Yes,1
"인터넷도메인
",No,0
"인터넷여부
",No,0
"인터넷예약여부
",No,0
"인턴(연수기간)
",Yes,2
"인턴/우선
",Yes,1
"인프라내비콘
",No,0
"인허가관청
",No,0
"인허가번호
",No,0
"인화점
",No,0
"일
",No,0
"일
",No,0
"0보다작을경우경과
",No,0
"일(음력)
",Yes,2
"""일간,주3회,주2회,주간,월3회,격주간,반월간,월간,격월간,계간,연3회,반년간,연간,격년간,3년1회""
",Yes,16
"일강수량
",No,0
"일강수량(mm)
",Yes,2
"일강수량(통계)
",Yes,2
"일괄하자보증물품여부
",No,0
"일교통량
",No,0
"일누적강수량(mm)
",Yes,2
"일누적일조시간
",No,0
"일련번호
",No,0
"일련번호숫자(14)
",Yes,2
"일반
",No,0
"GS25
",No,0
"미니스톰
",No,0
"세븐일레븐
",No,0
"훼미리마트
",No,0
"일반경쟁
",No,0
"일반경쟁실적건수
",No,0
"""일반경쟁실적금액(원,원화)""
",Yes,5
"일반관리비기준율(%)
",Yes,3
"일반노인교육:CM3301
",Yes,1
"노인사회활동참여자교육:M3302
",Yes,1
"종사자(실무자)교육:CM3303
",Yes,3
"일반도서/향토자료/도서
",Yes,2
"일반명
",No,0
"일반병상수
",No,0
"일반석운임
",No,0
"일반세균
",No,0
"""[CFU,mL]""
",Yes,5
"일반세균(CFU/mL)
",Yes,3
"일반세균(단위:CFU/mℓ)
",Yes,5
"일반세균(단위:mg/L)
",Yes,4
"일반세균저온(CFU/mL)
",Yes,3
"일반세균중온(CFU/mL)
",Yes,3
"일반시설일련번호
",No,0
"일반열람실코드
",No,0
"0:제1일반열람실
",Yes,1
"1:제2일반열람실
",Yes,1
"일반용(개소수)
",Yes,2
"일반용(이용량)
",Yes,2
"일반용역실적건수
",No,0
"""일반용역실적금액(원,원화)""
",Yes,5
"일반입찰/전자입찰
",Yes,1
"일반적대처요령
",No,0
"일반적인업무시간(9시~18시)을초과하여저녁또는야간까지운영하는지여부
",Yes,3
"일반적특징
",No,0
"일반전화번호
",No,0
"일반중환자
",No,0
"일반중환자실
",No,0
"일반폐기물
",No,0
"일반협상/전자협상
",Yes,1
"일반화물톤수
",No,0
"일별(D)/월별(M)/연별(Y)
",Yes,8
"일별조회
",No,0
"일본명
",No,0
"일본어안내가능여부
",No,0
"일사
",No,0
"일사합
",No,0
"일산화탄소CO(ppm)
",Yes,2
"일시
",No,0
"일신적설(cm)
",Yes,2
"일어명
",No,0
"일요일
",No,0
"일요일감회운행
",No,0
"일요일기점첫차시간
",No,0
"일요일반환지점막차시간
",No,0
"일요일반환지점첫차시간
",No,0
"일요일점심시간
",No,0
"일요일종점막차시간
",No,0
"일요일진료시간
",No,0
"일유입량
",No,0
"일이용량(㎥/년)
",Yes,4
"일일(1회)교육시간
",Yes,2
"일일요금(원)
",Yes,2
"일자
",No,0
"일자구분(평일/주말)
",Yes,3
"일정내용
",No,0
"일정명
",No,0
"일조
",No,0
"일조합
",No,0
"일차
",No,0
"일찰신청마감일시
",No,0
"일최고기온
",No,0
"일최저기온
",No,0
"일최저상대습도
",No,0
"일통계날짜
",No,0
"일통계시작날짜
",No,0
"일통계종료날짜
",No,0
"일평균기온
",No,0
"일평균방류량(㎥/day)
",Yes,4
"일평균상대습도
",No,0
"일평균이용인구수(N/명)
",Yes,3
"일평균풍속
",No,0
"임금
",No,0
"임대기간
",No,0
"임대기간일
",No,0
"임대사업자pk
",No,0
"임대시작일
",No,0
"임대시작일_FORMAT
",Yes,1
"임대종료일
",No,0
"임대종료일_FORMAT
",Yes,1
"임대주택구분
",No,0
"임대주택면적
",No,0
"임대주택법정동
",No,0
"임대주택법정동주소
",No,0
"임대주택시군구
",No,0
"임대주택시군구주소
",No,0
"임대주택주소상세
",No,0
"임대주택행정동
",No,0
"임대주택행정동주소
",No,0
"임대주택호수
",No,0
"임도피해개소수
",No,0
"임도피해물량
",No,0
"임산물유통센터자체코드
",No,0
"임상시험심사위원회구분명
",No,0
"임상시험여부
",No,0
"임시01
",No,0
"임시02
",No,0
"입고된주차수
",No,0
"""입구:0,출구:1""
",Yes,5
"입력_일시
",Yes,1
"입력된년월일시간당신적설량(cm)
",Yes,2
"입력된년월일시간당적설(cm)
",Yes,2
"입력일
",No,0
"입력일시
",No,0
"""입력일시""""YYYY-MM-DDHH:MM:SS""""""
",Yes,10
"입력일시“YYYY-MM-DDHH:MM:SS”
",Yes,6
"입력형식(yyyy-mm-dd)
",Yes,4
"입문임시출입증번호
",No,0
"입문임시출입증시퀀스
",No,0
"입문처리결과
",No,0
"입문처리시간
",No,0
"입상전법_마크
",Yes,1
"입상전법_선행
",Yes,1
"입상전법_젖히기
",Yes,1
"입상전법_추입
",Yes,1
"입상횟수
",No,0
"입소대기신청결과
",No,0
"입소대기아동수
",No,0
"입소신청보육아동정보
",No,0
"입식량
",No,0
"입실시간
",No,0
"입실일
",No,0
"입영구분코드
",No,0
"입영부대명
",No,0
"입영부대코드
",No,0
"입영일자
",No,0
"입원실
",No,0
"입자크기
",No,0
"입장객수(명)
",Yes,2
"입장료
",No,0
"입장료(단위:원)
",Yes,3
"입장문
",No,0
"입장시간
",No,0
"입장연령
",No,0
"입장일자
",No,0
"입장제한연령
",No,0
"입장통로문
",No,0
"입주예정(준공)일
",Yes,2
"입주예정일(분양청약기간)
",Yes,2
"입찰건명
",No,0
"입찰건명(공고명)
",Yes,2
"입찰계약방법
",No,0
"입찰계약총액
",No,0
"""입찰공고가""""연계기관공고건"""",""""조달청또는나라장터자체공고건"""",""""'나라장터기타공고건""""""
",Yes,17
"""입찰공고게시일시""""YYYY-MM-DDHH:MM:SS""""""
",Yes,10
"입찰공고내역이변경된일시
",No,0
"""입찰공고내역이변경된항목의명으로대상항목은PQ신청서접수일시,물품분류제한여부,제조여부,입찰서개시일시,입찰서마감일시,개찰일시,입찰자격등록일시,공동수급협정서마감일시,PQ신청서접수방법명,참가가능지역,면허제한코드,설명회실시일시,입찰참가제한여부,공고서,규격서""
",Yes,16
"입찰공고등록일
",No,0
"입찰공고를관리하기위한번호이며조달청나라장터공고건의형식은년도(4)+월(2)+순번(5)이며자체전자조달시스템보유기관은각기관별형식별도사용
",Yes,8
"입찰공고를구분하는번호로입찰공고번호이며형식은년도(4)+월(2)+순번(5)
",Yes,8
"입찰공고면허제한코드등록목록
",No,0
"입찰공고면허제한코드변경후목록
",No,0
"입찰공고명
",No,0
"입찰공고명(국문)
",Yes,2
"입찰공고명(영문)
",Yes,2
"입찰공고번호
",No,0
"입찰공고번호(11)+입찰공고차수(2)(일부데이터는입찰공고차수가없음
",Yes,6
"입찰공고번호(11)+입찰공고차수(2)(일부데이터는입찰공고차수가없음)
",Yes,7
"입찰공고번호에따른공고차수
",No,0
"입찰공고상세내용팝업URL(외부)
",Yes,2
"입찰공고서를공고한일시“YYYY-MM-DDHH:MM:SS”
",Yes,6
"입찰공고수요기관명
",No,0
"입찰공고영문명
",No,0
"입찰공고의명
",No,0
"입찰공고의물품순번
",No,0
"""입찰공고의입찰공고번호와연관된계약정보목록제공[순번^계약번호^계약명^계약기관명^계약수요기관명^계약체결방법명^계약금액(원화,원)#계약일자(""""YYYY-MM-DD"""")]""
",Yes,22
"""입찰공고의입찰공고번호와연관된계약정보목록제공[순번^계약번호^계약명^계약기관명^계약수요기관명^계약체결방법명^계약금액(원화,원)^계약일자(""""YYYY-MM-DD"""")]""
",Yes,22
"입찰공고의입찰분류번호
",No,0
"입찰공고일시'YYYY-MM-DDHH:MM'
",Yes,5
"입찰공고일자(끝)
",Yes,2
"입찰공고일자(시작)
",Yes,2
"""입찰공고정보의입찰공고번호와연결된낙찰자정보목록[순번^낙찰업체명^낙찰업체사업자번호^대표자명^낙찰금액(원화,원)^낙찰률^참가업체수^개찰일시(""""YYYY-MM-DD"""")]""
",Yes,22
"""입찰공고정보의입찰공고번호와연결된낙찰정보[순번^낙찰업체명^낙찰업체사업자번호^대표자명^낙찰금액(원화,원)^낙찰률^참가업체수^개찰일시(""""YYYY-MM-DD"""")]""
",Yes,22
"입찰공고차수
",No,0
"입찰공고차수는해당입찰공고에대한재공고및재입찰등이발생되었을경우증가되는수
",No,0
"입찰공지등록여부
",No,0
"입찰공지등록여부명
",No,0
"입찰구분
",No,0
"입찰기간시작일시
",No,0
"입찰기간시작일시_FORMAT
",Yes,1
"입찰기간종료일시
",No,0
"입찰기간종료일시_FORMAT
",Yes,1
"입찰량(MWh)
",Yes,2
"입찰마감건을제외하고검색하고자하는경우Y
",No,0
"입찰마감일시“YYYY-MM-DDHH:MM:SS”
",Yes,6
"입찰명
",No,0
"입찰무효사항
",No,0
"입찰방법
",No,0
"""입찰방법명예)직찰,우편,상시""
",Yes,5
"입찰번호
",No,0
"입찰범위내용
",No,0
"입찰보증금귀속
",No,0
"입찰보증금을나라장터에서전자로납부가능하게할지여부(Y/N)
",Yes,3
"""입찰보증금항목의""""보증채권자명""""으로전자입찰보증접수시사용""
",Yes,6
"입찰서의제출을개시하는일시“YYYY-MM-DDHH:MM:SS”
",Yes,6
"입찰서의제출을마감하는일시“YYYY-MM-DDHH:MM:SS”
",Yes,6
"입찰서접수개시일시
",No,0
"입찰서접수마감일시
",No,0
"입찰시작일시
",No,0
"입찰시작일시_FORMAT
",Yes,1
"입찰신청마감
",No,0
"입찰신청마감일시
",No,0
"입찰신청시작
",No,0
"입찰신청시작시간
",No,0
"입찰신청시작일시
",No,0
"입찰신청종료시간
",No,0
"""입찰업무를구분하는명으로물품,용역,공사,외자로구분함""
",Yes,5
"입찰에대한공고번호
",No,0
"""입찰에참가하기위해납부하는수수료(원화,원)""
",Yes,5
"입찰연월
",No,0
"입찰예정가(최저)검색키워드
",Yes,2
"(유가증권에서사용)
",Yes,2
"(단위:원/1주)
",Yes,4
"입찰이유찰되는경우재공고없이다시입찰(Y/N)
",Yes,3
"입찰장소1
",No,0
"입찰장소2
",No,0
"입찰정보범주
",No,0
"입찰종료일시
",No,0
"입찰종료일시_FORMAT
",Yes,1
"입찰종류
",No,0
"입찰진행상태명
",No,0
"입찰진행상태현황
",No,0
"입찰진행일시
",No,0
"입찰참가등록이란입찰사무를효과적으로집행하기위하여사전에입찰참가자격등록을해두었다가필요시입찰에참여하는제도로해당공고에대한입찰참가자격의등록이완료되어야하는시점을의미함“YYYY-MM-DDHH:MM:SS”
",Yes,6
"입찰참가신청서류
",No,0
"""입찰참가의사가있는자가납부하여야하는수수료의유무및납부방법을표기하는것으로""""전자납부,수기및전자납부,수기,없음""""으로표기(Y/N)""
",Yes,12
"입찰참가자격
",No,0
"입찰참가자격(기타)
",Yes,2
"입찰참가자격등록한업체명
",No,0
"입찰한도달러금액
",No,0
"입찰한도액
",No,0
"입출거구분
",No,0
"입출구구분
",No,0
"입출구구분명
",No,0
"입출코드
",No,0
"입출항구분
",No,0
"입출항구분명
",No,0
"입출항일시
",No,0
"입출항일자
",No,0
"""입항(1),출항(2)""
",Yes,7
"전체(입력하지않음)
",Yes,2
"입항/출항
",Yes,1
"입항년도
",No,0
"입항료및시설사용료할인율
",No,0
"입항료및시설사용료할인율코드
",No,0
"입항목적
",No,0
"입항목적코드
",No,0
"입항연도
",No,0
"입항예정일시
",No,0
"입항일기준
",No,0
"입항일시
",No,0
"입항일시from
",No,0
"입항일시to
",No,0
"입항일자
",No,0
"입항일자from
",No,0
"입항일자to
",No,0
"입항회수
",No,0
"입항횟수
",No,0
"입회부서
",No,0
"입회일자
",No,0
"입회자
",No,0
"있음:Y없음:N
",Yes,2
"잎설명
",No,0
"자가교통안내
",No,0
"자가매립량(단위:㎏/년)
",Yes,5
"자가용길안내
",No,0
"자가용이용시
",No,0
"자격결정발전계획발전량MWh
",No,0
"자격구분명
",No,0
"자격면허
",No,0
"자격면허등급
",No,0
"자격면허전공구분
",No,0
"자격면허전공명
",No,0
"자격사항
",No,0
"자격상태
",No,0
"자격요건
",No,0
"자격증
",No,0
"자격증명
",No,0
"자동차전용도로노선
",No,0
"자료ID
",No,0
"자료URL
",No,0
"자료고유인덱스
",No,0
"자료고유키(구분)
",Yes,2
"자료고유키(일련번호)
",Yes,2
"자료구분
",No,0
"자료구분명
",No,0
"자료마크넘버
",No,0
"자료명
",No,0
"자료번호
",No,0
"자료상태
",No,0
"자료생성년월
",No,0
"자료수(도서)
",Yes,2
"자료수(비도서)
",Yes,2
"자료수(연속간행물)
",Yes,2
"자료수도서
",No,0
"자료수비도서
",No,0
"자료수연속간행물
",No,0
"자료순번
",No,0
"자료시간
",No,0
"자료유형
",No,0
"자료유형_명칭
",Yes,1
"자료유형_코드
",Yes,1
"자료유형별총수
",No,0
"자료유형코드
",No,0
"자료의종류
",No,0
"자료의키값
",No,0
"자료있는곳명칭
",No,0
"자료있는곳명칭(본관)
",Yes,2
"자료있는곳코드
",No,0
"자료있는곳코드(본관)
",Yes,2
"자료있는명
",No,0
"자료제공DB별자체분류1차_코드
",Yes,1
"자료제공처
",No,0
"국가부호_명칭
",Yes,1
"자료제공처
",No,0
"국가부호_코드
",Yes,1
"자료제공처
",No,0
"지역부호_명칭
",Yes,1
"자료제공처
",No,0
"지역부호_코드
",Yes,1
"자료제공처국가부호_명칭
",Yes,1
"자료제공처국가부호_코드
",Yes,1
"자료제공처지역부호_명칭
",Yes,1
"자료제공처지역부호_코드
",Yes,1
"자료타입
",No,0
"자료타입입니다.
",Yes,1
"자료형태
",No,0
"자루부착형태
",No,0
"자루색상
",No,0
"자매결연여부
",No,0
"(Y:자매결연유)
",Yes,3
"자문위원
",No,0
"자본금
",No,0
"자사재고량
",No,0
"자사재고량기준일
",No,0
"자산
",No,0
"자산홍
",No,0
"자실체조직
",No,0
"자실체크기설명
",No,0
"자실체표면
",No,0
"자실체형태
",No,0
"자실층
",No,0
"자연휴양림의소유형태에따른구분정보
",No,0
"자연휴양림이름
",No,0
"""자연휴양림이있는광역시,도명칭""
",Yes,3
"자외선지수
",No,0
"(3월~11월제공)
",Yes,3
"자외선지수목록
",No,0
"자외선지수코드
",No,0
"자외선차단지수(PA)
",Yes,2
"자외선차단지수(SPF)
",Yes,2
"자원대분류명
",No,0
"자원대분류코드
",No,0
"자원번호
",No,0
"자원번호
",No,0
"신품종정보목록에서조회한자원번호
",No,0
"자원번호
",No,0
"점목록명세조회에서조회한자원번호
",No,0
"자원번호
",No,0
"점목록에서조회한자원번호
",No,0
"자원분양가능여부
",No,0
"자원상세보기URL
",No,0
"자원소개
",No,0
"자원종류분류명
",No,0
"자원종류분류코드
",No,0
"자원중분류명
",No,0
"자원중분류코드
",No,0
"자원형태분류명
",No,0
"자원형태분류코드
",No,0
"자유입지업체(개소수)
",Yes,2
"자유입지업체(이용량)
",Yes,2
"자일렌(mg/ℓ)
",Yes,4
"자재번호
",No,0
"자전거대여소구분
",No,0
"자전거대여소명
",No,0
"자전거보관소명
",No,0
"자전거보유대수
",No,0
"자전거보유대수(N/대)
",Yes,3
"자전거보행자겸용도로
",No,0
"자전거보행자겸용도로비율
",No,0
"자전거우선도로
",No,0
"자전거우선도로비율
",No,0
"자전거이용요금
",No,0
"자전거전용도로비율
",No,0
"자전거전용차로
",No,0
"자전거전용차로비율
",No,0
"자주형파종기보유대수
",No,0
"자주형파종기보유대수(N/대)
",Yes,3
"자주형파종기보유대수단위:대
",Yes,1
"자체복구_물량1
",Yes,1
"자체복구_물량2
",Yes,1
"자체복구_복구액
",Yes,1
"""자체조달시스템실적건수,공공기관이운영하고있는전자조달시스템으로,나라장터외23개자체조달시스템으로조달한건수""
",Yes,4
"""자체조달시스템실적금액,공공기관이운영하고있는전자조달시스템으로,나라장터외23개자체조달시스템으로조달한금액(원,원화)""
",Yes,7
"자치관리개시일
",No,0
"자치구
",No,0
"자치구내행정동
",No,0
"자치구홈페이지링크
",No,0
"자치법규ID
",No,0
