필드명	행정표준용어	매칭결과
CCTV설치여부		#N/A
CCTV설치대수		#N/A
소재지지번주소		#N/A
보호구역도로폭		#N/A
데이터기준일자		#N/A
어린이집명		#N/A
시도명		#N/A
시군구명		#N/A
어린이집유형구분		#N/A
정원수		#N/A
보육교직원수		#N/A
소재지도로명주소		#N/A
어린이집전화번호		#N/A
어린이집팩스번호		#N/A
보육실수		#N/A
놀이터수		#N/A
CCTV설치수		#N/A
통학차량운영여부		#N/A
홈페이지주소		#N/A
데이터기준일자		#N/A
주차장관리번호		#N/A
주차장명		#N/A
주차장구분		#N/A
주차장유형		#N/A
소재지지번주소		#N/A
소재지도로명주소		#N/A
주차구획수		#N/A
급지구분		#N/A
부제시행구분		#N/A
운영요일		#N/A
평일운영시작시각		#N/A
평일운영종료시각		#N/A
토요일운영시작시각		#N/A
토요일운영종료시각		#N/A
공휴일운영시작시각		#N/A
공휴일운영종료시각		#N/A
요금정보		#N/A
주차기본시간		#N/A
주차기본요금		#N/A
추가단위시간		#N/A
추가단위요금		#N/A
1일주차권요금적용시간		#N/A
1일주차권요금		#N/A
월정기권요금		#N/A
결제방법		#N/A
특기사항		#N/A
관리기관명		#N/A
연락처		8014
위도(WGS84좌표)		#N/A
경도(WGS84좌표)		#N/A
데이터기준일자		#N/A
시군		7243
지정별		#N/A
명칭		4088
규모(㎡)		#N/A
소장자료		#N/A
개관일		#N/A
시군		7243
시 설 명		#N/A
소 재 지		#N/A
전화번호		10419
관리기관명		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
설치목적구분		#N/A
카메라대수		#N/A
카메라화소수		#N/A
촬영방면정보		#N/A
보관일수		#N/A
설치년월		#N/A
관리기관전화번호		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
구분		2099
명칭		4088
위치		8756
연면적(㎡)		#N/A
영업면적(㎡)		#N/A
층수(지하)		#N/A
층수(지상)		#N/A
사용승인일		#N/A
개방시설명		#N/A
개방장소명		#N/A
개방시설유형구분		#N/A
휴관일		#N/A
평일운영시작시각		#N/A
평일운영종료시각		#N/A
주말운영시작시각		#N/A
주말운영종료시각		#N/A
유료사용여부		#N/A
사용기준시간		#N/A
사용료		5738
초과사용단위시간		#N/A
초과사용료		#N/A
수용가능인원수		#N/A
면적		4046
부대시설정보		#N/A
신청방법구분		#N/A
시설사진정보		#N/A
소재지도로명주소		#N/A
관리기관명		#N/A
담당부서명		#N/A
사용안내전화번호		#N/A
홈페이지주소		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
구분		2099
화장실명		#N/A
소재지도로명주소		#N/A
남녀공용화장실여부		#N/A
남성용-대변기수		#N/A
남성용-소변기수		#N/A
남성용-장애인용대변기수		#N/A
남성용-장애인용소변기수		#N/A
남성용-어린이용대변기수		#N/A
남성용-어린이용소변기수		#N/A
여성용-대변기수		#N/A
여성용-장애인용대변기수		#N/A
여성용-어린이용대변기수		#N/A
관리기관명		#N/A
연락처		8014
개방시간		#N/A
설치년도		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
관광안내소명		#N/A
안내소위치명		#N/A
시도명		#N/A
시군구명		#N/A
안내소소개		#N/A
부가서비스정보		#N/A
휴무일		14062
운영시작시각(하절기)		#N/A
운영종료시각(하절기)		#N/A
운영시작시각(동절기)		#N/A
운영종료시각(동절기)		#N/A
평균근무인원수		#N/A
영어안내가능여부		#N/A
일본어안내가능여부		#N/A
중국어안내가능여부		#N/A
안내가능외국어		#N/A
안내소전화번호		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
운영기관명		#N/A
홈페이지주소		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
회 사 명		#N/A
주   소		#N/A
전화번호		10419
생산품		6115
관리번호		#N/A
공원명		#N/A
공원구분		#N/A
소재지지번주소		#N/A
소재지도로명주소		#N/A
위도(WGS84좌표)		#N/A
경도(WGS84좌표)		#N/A
공원면적		#N/A
공원보유시설(운동시설)		#N/A
공원보유시설(유희시설)		#N/A
공원보유시설(편익시설)		#N/A
공원보유시설(교양시설)		#N/A
공원보유시설(기타시설)		#N/A
지정고시일		#N/A
관리기관명		#N/A
연락처		8014
데이터기준일자		#N/A
쉼터명		#N/A
법정동명		#N/A
쉼터유형구분		#N/A
운영시작일자		#N/A
운영종료일자		#N/A
시설면적		#N/A
이용가능인원수		#N/A
선풍기보유대수		#N/A
에어컨보유대수		#N/A
야간연장운영여부		#N/A
주말운영여부		#N/A
숙박가능여부		#N/A
특이사항		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
관리기관명		#N/A
관리기관전화번호		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
설치장소명		#N/A
설치장소상세		#N/A
설치시도명		#N/A
설치시군구명		#N/A
설치시설구분		#N/A
서비스제공사명		#N/A
와이파이SSID		#N/A
설치년월		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
관리기관명		#N/A
관리기관전화번호		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
설치장소		6395
설치위치		#N/A
운영시간		#N/A
발급민원종류		#N/A
소재지도로명주소		#N/A
관리기관명		#N/A
연락처		8014
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
축제명		#N/A
개최장소		#N/A
축제시작일자		#N/A
축제종료일자		#N/A
축제내용		#N/A
주관기관		10948
주최기관		#N/A
후원기관		#N/A
연락처		8014
홈페이지주소		#N/A
관련정보		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
업종명		#N/A
업소명		#N/A
주소(도로명)		#N/A
연락처		8014
기관명		#N/A
사회서비스분야		#N/A
주된목적		#N/A
사업내용		#N/A
인증일자		#N/A
인증번호		#N/A
대표자명		#N/A
연락처		8014
소재지도로명주소		#N/A
소재지지번주소		#N/A
홈페이지주소		#N/A
데이터기준일자		#N/A
정수장명		#N/A
관리기관명		#N/A
관리기관전화번호		#N/A
소재지도로명주소		#N/A
채수일자		#N/A
검사기관명		#N/A
최종판정결과		#N/A
미생물검사결과(일반세균)		#N/A
미생물검사결과(총대장균군)		#N/A
미생물검사결과(대장균)		#N/A
미생물검사결과(분원성대장균군)		#N/A
건강상유해영향무기물질검사결과(납)		#N/A
건강상유해영향무기물질검사결과(불소)		#N/A
건강상유해영향무기물질검사결과(비소)		#N/A
건강상유해영향무기물질검사결과(셀레늄)		#N/A
건강상유해영향무기물질검사결과(수은)		#N/A
건강상유해영향무기물질검사결과(시안)		#N/A
건강상유해영향무기물질검사결과(크롬)		#N/A
건강상유해영향무기물질검사결과(암모니아성질소)		#N/A
건강상유해영향무기물질검사결과(질산성질소)		#N/A
건강상유해영향무기물질검사결과(카드뮴)		#N/A
건강상유해영향무기물질검사결과(보론)		#N/A
건강상유해영향유기물질검사결과(페놀)		#N/A
건강상유해영향유기물질검사결과(다이아지논)		#N/A
건강상유해영향유기물질검사결과(파라티온)		#N/A
건강상유해영향유기물질검사결과(페니트로티온)		#N/A
건강상유해영향유기물질검사결과(카바릴)		#N/A
건강상유해영향유기물질검사결과(1.1.1-트리클로로에탄)		#N/A
건강상유해영향유기물질검사결과(테트라클로로에틸렌)		#N/A
건강상유해영향유기물질검사결과(트리클로로에틸렌)		#N/A
건강상유해영향유기물질검사결과(사염화탄소)		#N/A
건강상유해영향유기물질검사결과(1,1-디클로로에틸렌)		#N/A
건강상유해영향유기물질검사결과(디클로로메탄)		#N/A
건강상유해영향유기물질검사결과(벤젠)		#N/A
건강상유해영향유기물질검사결과(톨루엔)		#N/A
건강상유해영향유기물질검사결과(에틸벤젠)		#N/A
건강상유해영향유기물질검사결과(크실렌)		#N/A
건강상유해영향유기물질검사결과(1,2-디브로모-3-클로로프로판)		#N/A
건강상유해영향유기물질검사결과(1,4-다이옥산)		#N/A
소독제및소독부산물검사결과(잔류염소)		#N/A
소독제및소독부산물검사결과(총트리할로메탄)		#N/A
소독제및소독부산물검사결과(클로로포름)		#N/A
소독제및소독부산물검사결과(브로모디클로로메탄)		#N/A
소독제및소독부산물검사결과(디브로모디클로로메탄)		#N/A
소독제및소독부산물검사결과(클로랄하이드레이트)		#N/A
소독제및소독부산물검사결과(디브로모아세토니트릴)		#N/A
소독제및소독부산물검사결과(디클로로아세토니트릴)		#N/A
소독제및소독부산물검사결과(트리클로로아세토니트릴)		#N/A
소독제및소독부산물검사결과(할로아세틱에시드)		#N/A
소독제및소독부산물검사결과(포름알데히드)		#N/A
심미적영향물질검사결과(경도)		#N/A
심미적영향물질검사결과(과망간산칼륨소비량)		#N/A
심미적영향물질검사결과(냄새)		#N/A
심미적영향물질검사결과(맛)		#N/A
심미적영향물질검사결과(동)		#N/A
심미적영향물질검사결과(색도)		#N/A
심미적영향물질검사결과(세제)		#N/A
심미적영향물질검사결과(수소이온농도)		#N/A
심미적영향물질검사결과(아연)		#N/A
심미적영향물질검사결과(염소이온)		#N/A
심미적영향물질검사결과(증발잔류물)		#N/A
심미적영향물질검사결과(철)		#N/A
심미적영향물질검사결과(망간)		#N/A
심미적영향물질검사결과(탁도)		#N/A
심미적영향물질검사결과(황산이온)		#N/A
심미적영향물질검사결과(알루미늄)		#N/A
데이터기준일자		#N/A
시설종류		#N/A
대상시설명		#N/A
소재지도로명주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
관리기관명		#N/A
관할경찰서명		#N/A
CCTV설치여부		#N/A
CCTV설치대수		#N/A
소재지지번주소		#N/A
보호구역도로폭		#N/A
데이터기준일자		#N/A
어린이집명		#N/A
시도명		#N/A
시군구명		#N/A
어린이집유형구분		#N/A
정원수		#N/A
보육교직원수		#N/A
소재지도로명주소		#N/A
어린이집전화번호		#N/A
어린이집팩스번호		#N/A
보육실수		#N/A
놀이터수		#N/A
CCTV설치수		#N/A
통학차량운영여부		#N/A
홈페이지주소		#N/A
데이터기준일자		#N/A
재해위험지구관리번호		#N/A
재해위험지구명		#N/A
재해위험지역		#N/A
재해위험지역상세주소		#N/A
재해위험유형		#N/A
재해위험등급		#N/A
시설명		#N/A
시설물유형		#N/A
수계명		#N/A
지정일자		#N/A
해제일자		#N/A
정보수정일자		#N/A
지정사유		#N/A
해제사유		#N/A
추진사항		#N/A
위험요인		#N/A
지정면적		#N/A
관리기관명		#N/A
관리기관전화번호		#N/A
데이터기준일자		#N/A
시장명		#N/A
시장유형		#N/A
소재지도로명주소		#N/A
시장개설주기		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
점포수		#N/A
취급품목		#N/A
사용가능상품권		#N/A
홈페이지주소		#N/A
공중화장실 보유여부		#N/A
주차장 보유여부		#N/A
개설년도		#N/A
연락처		8014
데이터기준일자		#N/A
주차장관리번호		#N/A
주차장명		#N/A
주차장구분		#N/A
주차장유형		#N/A
소재지지번주소		#N/A
소재지도로명주소		#N/A
주차구획수		#N/A
급지구분		#N/A
부제시행구분		#N/A
운영요일		#N/A
평일운영시작시각		#N/A
평일운영종료시각		#N/A
토요일운영시작시각		#N/A
토요일운영종료시각		#N/A
공휴일운영시작시각		#N/A
공휴일운영종료시각		#N/A
요금정보		#N/A
주차기본시간		#N/A
주차기본요금		#N/A
추가단위시간		#N/A
추가단위요금		#N/A
1일주차권요금적용시간		#N/A
1일주차권요금		#N/A
월정기권요금		#N/A
결제방법		#N/A
특기사항		#N/A
관리기관명		#N/A
연락처		8014
위도(WGS84좌표)		#N/A
경도(WGS84좌표)		#N/A
데이터기준일자		#N/A
휴양림명		#N/A
시도명		#N/A
휴양림구분		#N/A
휴양림면적		#N/A
수용인원수		#N/A
입장료		9588
숙박가능여부		#N/A
주요시설명		#N/A
소재지도로명주소		#N/A
관리기관명		#N/A
휴양림전화번호		#N/A
홈페이지주소		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
시설명		#N/A
소재지		6688
전화번호		10419
개원일		#N/A
번호		4776
지역		11358
신청기관		#N/A
확정일자		#N/A
상영시간		#N/A
대상		3401
장소		9868
작품명		#N/A
주소		10989
관리기관명		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
설치목적구분		#N/A
카메라대수		#N/A
카메라화소수		#N/A
촬영방면정보		#N/A
보관일수		#N/A
설치년월		#N/A
관리기관전화번호		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
순번		7120
단지명		#N/A
회사명		#N/A
설립구분		#N/A
보유구분		#N/A
등록일		3759
전화번호		10419
팩스번호		12914
남종업원		#N/A
여종업원		#N/A
외국인(남)		#N/A
외국인(여)		#N/A
종업원수		#N/A
생산품		6115
주원자재		#N/A
공장크기		#N/A
용도지역		8461
지목		11302
용지면적		#N/A
제조시설면적		#N/A
부대시설면적		#N/A
공장우편번호		#N/A
공장대표주소		#N/A
공장대표주소(지번)		#N/A
대표자우편번호		#N/A
대표자주소		#N/A
업종번호		#N/A
업종명		#N/A
작업번호		#N/A
개방시설명		#N/A
개방장소명		#N/A
개방시설유형구분		#N/A
휴관일		#N/A
평일운영시작시각		#N/A
평일운영종료시각		#N/A
주말운영시작시각		#N/A
주말운영종료시각		#N/A
유료사용여부		#N/A
사용기준시간		#N/A
사용료		5738
초과사용단위시간		#N/A
초과사용료		#N/A
수용가능인원수		#N/A
면적		4046
부대시설정보		#N/A
신청방법구분		#N/A
시설사진정보		#N/A
소재지도로명주소		#N/A
관리기관명		#N/A
담당부서명		#N/A
사용안내전화번호		#N/A
홈페이지주소		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
구분		2099
화장실명		#N/A
소재지도로명주소		#N/A
남녀공용화장실여부		#N/A
남성용-대변기수		#N/A
남성용-소변기수		#N/A
남성용-장애인용대변기수		#N/A
남성용-장애인용소변기수		#N/A
남성용-어린이용대변기수		#N/A
남성용-어린이용소변기수		#N/A
여성용-대변기수		#N/A
여성용-장애인용대변기수		#N/A
여성용-어린이용대변기수		#N/A
관리기관명		#N/A
연락처		8014
개방시간		#N/A
설치년도		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
관광안내소명		#N/A
안내소위치명		#N/A
시도명		#N/A
시군구명		#N/A
안내소소개		#N/A
부가서비스정보		#N/A
휴무일		14062
운영시작시각(하절기)		#N/A
운영종료시각(하절기)		#N/A
운영시작시각(동절기)		#N/A
운영종료시각(동절기)		#N/A
평균근무인원수		#N/A
영어안내가능여부		#N/A
일본어안내가능여부		#N/A
중국어안내가능여부		#N/A
안내가능외국어		#N/A
안내소전화번호		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
운영기관명		#N/A
홈페이지주소		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
금연구역명		#N/A
금연구역범위상세		#N/A
시도명		#N/A
시군구명		#N/A
금연구역구분		#N/A
금연구역지정근거명		#N/A
금연구역면적		#N/A
위반과태료		#N/A
위반신고연락처		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
관리기관명		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
도서관명		#N/A
시도명		#N/A
시군구명		#N/A
도서관유형		#N/A
휴관일		#N/A
운영시작시각		#N/A
운영종료시각		#N/A
열람좌석수		#N/A
자료수(도서)		#N/A
자료수(연속간행물)		#N/A
자료수(비도서)		#N/A
대출가능권수		#N/A
대출가능일수		#N/A
소재지도로명주소		#N/A
운영기관명		#N/A
도서관전화번호		#N/A
부지면적		#N/A
건물면적		#N/A
홈페이지주소		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
마을기업명		#N/A
마을기업구분		#N/A
법인명		#N/A
법인형태구분		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
위도		8714
경도		946
마을기업설립년월		#N/A
마을기업인증년월		#N/A
마을기업대표자명		#N/A
마을기업대표전화번호		#N/A
마을기업홈페이지		#N/A
마을기업회원수		#N/A
마을기업목적사업		#N/A
마을기업주요상품		#N/A
상품관련인증정보		#N/A
관리기관전화번호		#N/A
관리기관명		#N/A
데이터기준일자		#N/A
쉼터명		#N/A
법정동명		#N/A
쉼터유형구분		#N/A
운영시작일자		#N/A
운영종료일자		#N/A
시설면적		#N/A
이용가능인원수		#N/A
선풍기보유대수		#N/A
에어컨보유대수		#N/A
야간연장운영여부		#N/A
주말운영여부		#N/A
숙박가능여부		#N/A
특이사항		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
관리기관명		#N/A
관리기관전화번호		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
설치장소명		#N/A
설치장소상세		#N/A
설치시도명		#N/A
설치시군구명		#N/A
설치시설구분		#N/A
서비스제공사명		#N/A
와이파이SSID		#N/A
설치년월		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
관리기관명		#N/A
관리기관전화번호		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
축제명		#N/A
개최장소		#N/A
축제시작일자		#N/A
축제종료일자		#N/A
축제내용		#N/A
주관기관		10948
주최기관		#N/A
후원기관		#N/A
연락처		8014
홈페이지주소		#N/A
관련정보		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
업소명		#N/A
업종명		#N/A
소재지도로명주소		#N/A
연락처		8014
객실수		#N/A
부대시설		5202
주차장보유여부		#N/A
결제방법		#N/A
홈페이지주소		#N/A
주변관광정보		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
시설명		#N/A
박물관미술관구분		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
위도		8714
경도		946
운영기관전화번호		#N/A
운영기관명		#N/A
운영홈페이지		#N/A
편의시설정보		#N/A
평일관람시작시각		#N/A
평일관람종료시각		#N/A
공휴일관람시작시각		#N/A
공휴일관람종료시각		#N/A
휴관정보		#N/A
어른관람료		#N/A
청소년관람료		#N/A
어린이관람료		#N/A
관람료기타정보		#N/A
박물관미술관소개		#N/A
교통안내정보		#N/A
관리기관전화번호		#N/A
관리기관명		#N/A
데이터기준일자		#N/A
시도명		#N/A
시군구명		#N/A
관리기관명		#N/A
지정번호		#N/A
보호수지정일자		#N/A
보호수유형명		#N/A
과명		#N/A
학명		13264
나무종류		#N/A
그루수		#N/A
나무나이		#N/A
나무높이		#N/A
가슴높이둘레		#N/A
나무갓지름		#N/A
품격명		#N/A
지목명		#N/A
지적		11386
소유자구분		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
기관명		#N/A
사회서비스분야		#N/A
주된목적		#N/A
사업내용		#N/A
인증일자		#N/A
인증번호		#N/A
대표자명		#N/A
연락처		8014
소재지도로명주소		#N/A
소재지지번주소		#N/A
홈페이지주소		#N/A
데이터기준일자		#N/A
시설종류		#N/A
대상시설명		#N/A
소재지도로명주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
관리기관명		#N/A
관할경찰서명		#N/A
CCTV설치여부		#N/A
CCTV설치대수		#N/A
소재지지번주소		#N/A
보호구역도로폭		#N/A
데이터기준일자		#N/A
자전거보관소명		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
위도		8714
경도		946
보관대수		#N/A
설치년도		#N/A
설치형태		#N/A
차양막설치여부		#N/A
공기주입기비치여부		#N/A
공기주입기유형		#N/A
수리대설치여부		#N/A
관리기관전화번호		#N/A
관리기관명		#N/A
데이터기준일자		#N/A
재해위험지구관리번호		#N/A
재해위험지구명		#N/A
재해위험지역		#N/A
재해위험지역상세주소		#N/A
재해위험유형		#N/A
재해위험등급		#N/A
시설명		#N/A
시설물유형		#N/A
수계명		#N/A
지정일자		#N/A
해제일자		#N/A
정보수정일자		#N/A
지정사유		#N/A
해제사유		#N/A
추진사항		#N/A
위험요인		#N/A
지정면적		#N/A
관리기관명		#N/A
관리기관전화번호		#N/A
데이터기준일자		#N/A
충전소명		#N/A
충전소위치상세		#N/A
설치시도명		#N/A
휴점일		#N/A
이용가능시작시각		#N/A
이용가능종료시각		#N/A
완속충전가능여부		#N/A
급속충전가능여부		#N/A
급속충전타입구분		#N/A
완속충전기대수		#N/A
급속충전기대수		#N/A
주차료부과여부		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
관리업체명		#N/A
관리업체전화번호		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
시장명		#N/A
시장유형		#N/A
소재지도로명주소		#N/A
시장개설주기		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
점포수		#N/A
취급품목		#N/A
사용가능상품권		#N/A
홈페이지주소		#N/A
공중화장실보유여부		#N/A
주차장보유여부		#N/A
개설년도		#N/A
연락처		8014
데이터기준일자		#N/A
주차장관리번호		#N/A
주차장명		#N/A
주차장구분		#N/A
주차장유형		#N/A
소재지지번주소		#N/A
소재지도로명주소		#N/A
주차구획수		#N/A
급지구분		#N/A
부제시행구분		#N/A
운영요일		#N/A
평일운영시작시각		#N/A
평일운영종료시각		#N/A
토요일운영시작시각		#N/A
토요일운영종료시각		#N/A
공휴일운영시작시각		#N/A
공휴일운영종료시각		#N/A
요금정보		#N/A
주차기본시간		#N/A
주차기본요금		#N/A
추가단위시간		#N/A
추가단위요금		#N/A
1일주차권요금적용시간		#N/A
1일주차권요금		#N/A
월정기권요금		#N/A
결제방법		#N/A
특기사항		#N/A
관리기관명		#N/A
연락처		8014
위도(WGS84좌표)		#N/A
경도(WGS84좌표)		#N/A
데이터기준일자		#N/A
연번		8029
사업소명		#N/A
사업소 주소		#N/A
전화번호		10419
보장기관		5029
계		1101
국민기초 1종		#N/A
사회복지시설입소자		#N/A
국가유공자		#N/A
북한이탈주민		5364
중요무형문화재		#N/A
국내입양아동		#N/A
5.18 민주화 운동 관련		#N/A
이재민		9219
의상자및 의사자의 유족		#N/A
군입대자(1종)		#N/A
차상위의료급여1종(희귀질환)		#N/A
한시적생계보호대상자		#N/A
행려자		#N/A
노숙인		3018
국민기초2종		#N/A
군입대자(2종)		#N/A
차상위의료급여2종(만성질환)		#N/A
차상위의료급여2종(18세미만)		#N/A
한시적자활보호대상자		#N/A
읍면동		9030
경로당명		#N/A
대표자명		#N/A
주소		10989
전화번호		10419
업 체		#N/A
업 종		#N/A
주 소		#N/A
개방시설명		#N/A
개방장소명		#N/A
개방시설유형구분		#N/A
휴관일		#N/A
평일운영시작시각		#N/A
평일운영종료시각		#N/A
주말운영시작시각		#N/A
주말운영종료시각		#N/A
유료사용여부		#N/A
사용기준시간		#N/A
사용료		5738
초과사용단위시간		#N/A
초과사용료		#N/A
수용가능인원수		#N/A
면적		4046
부대시설정보		#N/A
신청방법구분		#N/A
시설사진정보		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
관리기관명		#N/A
담당부서명		#N/A
사용안내전화번호		#N/A
홈페이지주소		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
구분		2099
화장실명		#N/A
소재지도로명주소		#N/A
남녀공용화장실여부		#N/A
남성용-대변기수		#N/A
남성용-소변기수		#N/A
남성용-장애인용대변기수		#N/A
남성용-장애인용소변기수		#N/A
남성용-어린이용대변기수		#N/A
남성용-어린이용소변기수		#N/A
여성용-대변기수		#N/A
여성용-장애인용대변기수		#N/A
여성용-어린이용대변기수		#N/A
관리기관명		#N/A
연락처		8014
개방시간		#N/A
설치년도		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
구분		2099
상호명		#N/A
소재지		6688
전화번호		10419
비고		5528
마을기업명		#N/A
대표자		3494
연 락 처		#N/A
소 재 지		#N/A
사업내용		#N/A
비고		5528
쉼터명		#N/A
법정동명		#N/A
쉼터유형구분		#N/A
운영시작일자		#N/A
운영종료일자		#N/A
시설면적		#N/A
이용가능인원수		#N/A
선풍기보유대수		#N/A
에어컨보유대수		#N/A
야간연장운영여부		#N/A
주말운영여부		#N/A
숙박가능여부		#N/A
특이사항		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
관리기관명		#N/A
관리기관전화번호		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
업소명		#N/A
업종명		#N/A
소재지도로명주소		#N/A
연락처		8014
객실수		#N/A
부대시설		5202
주차장보유여부		#N/A
결제방법		#N/A
홈페이지주소		#N/A
주변관광정보		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
업종명		#N/A
업소명		#N/A
업소소재지(도로명)		#N/A
업소소재지(지번)		#N/A
소재지전화		#N/A
안경업소명		#N/A
소재지(도로명)		#N/A
전화번호		10419
종별		10889
사업장명		#N/A
사업장소재지(도로명)		#N/A
사업장전화번호		#N/A
약국명칭		#N/A
약국 소재지(도로명)		#N/A
전화번호		10419
업종명		#N/A
업소명		#N/A
소재지(도로명)		#N/A
소재지전화		#N/A
업소명		#N/A
소재지(도로명)		#N/A
전화번호		10419
소개소 명칭		#N/A
사업장주소		#N/A
대표자		3494
전화번호		10419
비용		5581
치과기공소명		#N/A
소재지(도로명)		#N/A
전화번호		10419
순번		7120
허가지 지번		#N/A
면적(㎡)		#N/A
수량(㎥)		#N/A
허가기간		#N/A
수허가자		#N/A
용도		8456
개방시설명		#N/A
개방장소명		#N/A
개방시설유형구분		#N/A
휴관일		#N/A
평일운영시작시각		#N/A
평일운영종료시각		#N/A
주말운영시작시각		#N/A
주말운영종료시각		#N/A
유료사용여부		#N/A
사용기준시간		#N/A
사용료		5738
초과사용단위시간		#N/A
초과사용료		#N/A
수용가능인원수		#N/A
면적		4046
부대시설정보		#N/A
신청방법구분		#N/A
시설사진정보		#N/A
소재지도로명주소		#N/A
관리기관명		#N/A
담당부서명		#N/A
사용안내전화번호		#N/A
홈페이지주소		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
NO		#N/A
구 분		#N/A
아파트명		#N/A
위 치		#N/A
세대수		#N/A
동수		#N/A
층수		#N/A
No		#N/A
법정동		4844
리		3860
구분		2099
본번		5143
부번		5227
결정지가		#N/A
행사명		#N/A
장소		9868
행사내용		#N/A
행사시작일자		#N/A
행사종료일자		#N/A
행사시간		#N/A
요금정보		#N/A
주관기관		10948
주최기관		#N/A
연락처		8014
후원기관		#N/A
객석수		#N/A
관람요금		#N/A
입장연령		#N/A
할인정보		#N/A
유의사항		#N/A
홈페이지주소		#N/A
예매정보		#N/A
주차장보유여부		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
경도(WGS84좌표)		#N/A
위도(WGS84좌표)		#N/A
데이터기준일자		#N/A
금연구역명		#N/A
금연구역범위상세		#N/A
시도명		#N/A
시군구명		#N/A
금연구역구분		#N/A
금연구역지정근거명		#N/A
금연구역면적		#N/A
위반과태료		#N/A
위반신고연락처		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
관리기관명		#N/A
위도		8714
경도		946
데이터기준일자		#N/A
사업소명		#N/A
사업소전화번호		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
위도		8714
경도		946
트랙터및작업기보유대수		#N/A
경운기및작업기보유대수		#N/A
관리기및작업기보유대수		#N/A
땅속작물수확기보유대수		#N/A
탈곡기및정선작업기보유대수		#N/A
자주형파종기보유대수		#N/A
이앙작업기보유대수		#N/A
벼수확및운반작업기보유대수		#N/A
기타임대농기계보유정보		#N/A
관리기관전화번호		#N/A
관리기관명		#N/A
데이터기준일자		#N/A
번호		4776
상호		6042
주소		10989
전화번호		10419
도서관명		#N/A
시도명		#N/A
시군구명		#N/A
도서관유형		#N/A
휴관일		#N/A
운영시작시각		#N/A
운영종료시각		#N/A
