필드명	행정표준용어	매칭결과
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
대표자		#N/A
번호		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
신고기관명		#N/A
상호		#N/A
사업자등록번호		#N/A
법인여부		#N/A
법인등록번호		#N/A
대표자명		#N/A
신고일자		#N/A
사업장소재지		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고기관 대표연락처		#N/A
자산		#N/A
부채		#N/A
자본금		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
신고일자(검색종료일)		#N/A
상호		#N/A
사업자등록번호		#N/A
대표자		#N/A
시도명		#N/A
시군구명		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자(검색시작일)		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
시도명		#N/A
시군구명		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
신고일자(검색시작일)		#N/A
신고일자(검색종료일)		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
상호		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
사업자등록번호		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
대표자		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
번호		#N/A
부채		#N/A
자본금		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
전화판매번호		#N/A
상호		#N/A
사업자등록번호		#N/A
법인여부		#N/A
법인등록번호		#N/A
대표자명		#N/A
신고일자		#N/A
신고기관명		#N/A
사업장소재지		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고기관 대표연락처		#N/A
자산		#N/A
시도명		#N/A
시군구명		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자(검색시작일)		#N/A
신고일자(검색종료일)		#N/A
상호		#N/A
사업자등록번호		#N/A
대표자		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
지역		#N/A
상호		#N/A
대표자		#N/A
"영업상태코드(01 : '정상영업'
02 : '휴업처리'
03 : '폐업처리'
04 : '직권취소'
05 : '타시군구이관'
06 : '타시군구전입'
07 : '직원말소'
08 : '영업재개')"		#N/A
신고일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
허가일자(검색시작일)		#N/A
허가일자(검색종료일)		#N/A
모든항목수		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
회사명		#N/A
일련번호		#N/A
대표자		#N/A
허가일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
상호		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
회사명		#N/A
일련번호		#N/A
대표자		#N/A
허가일자		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
번호		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
일련번호		#N/A
허가일자		#N/A
상호		#N/A
대표자명		#N/A
업소상태		#N/A
사업장소재지		#N/A
자본금		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
허가일자(검색시작일)		#N/A
허가일자(검색종료일)		#N/A
상호		#N/A
페이지당항목수		#N/A
페이지		#N/A
모든항목수		#N/A
00:성공		#N/A
(NULL)		#N/A
(NULL)		#N/A
번호		#N/A
회사명		#N/A
일련번호		#N/A
대표자		#N/A
허가일자		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
단위: MW		#N/A
단위: MW		#N/A
단위: MW		#N/A
단위: %		#N/A
단위: MW		#N/A
단위: MW		#N/A
단위: %		#N/A
결과코드		#N/A
결과메세지		#N/A
목록		#N/A
년월일시분초		#N/A
결과코드		#N/A
결과메세지		#N/A
목록		#N/A
년월일시분초		#N/A
단위: MW		#N/A
단위: MW		#N/A
단위: MW		#N/A
단위: %		#N/A
단위: MW		#N/A
단위: MW		#N/A
단위: %		#N/A
결과코드		#N/A
결과메세지		#N/A
목록		#N/A
연-월-일		#N/A
예보시작시간		#N/A
예보종료시간		#N/A
단위: MW		#N/A
단위: MW		#N/A
경보단계		#N/A
육지:1 제주:9		#N/A
결과코드		#N/A
결과메세지		#N/A
목록		#N/A
연월일		#N/A
시		#N/A
단위: 원		#N/A
육지:1 제주:9		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
시장명		#N/A
소재지도로명주소		#N/A
고유번호		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
전체 결과 수		#N/A
쿼리페이지 시작점		#N/A
고유번호		#N/A
전통시장의 이름		#N/A
전통시장의 개설주기에 따른 유형 구분		#N/A
전통시장의 위치(소재지)에 대한 상세 도로명주소		#N/A
전통시장이 개설되는 주기 구분		#N/A
데이터 작성 기준일자		#N/A
전통시장의 위치에 대한 상세 지번주소		#N/A
전통시장의 경도좌표		#N/A
전통시장의 위도좌표		#N/A
전통시장 내 점포의 수		#N/A
전통시장에서 취급하는 주요 품목 정보		#N/A
전통시장에서 사용 가능한 상품권 종류		#N/A
전통시장 홈페이지 주소(URL)		#N/A
전통시장내 공중화장실 보유여부		#N/A
전통시장내 공영주차장 보유여부		#N/A
전통시장을 개설한 년도 (YYYY)		#N/A
전통시장 대표 전화번호		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
고유번호		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
시작 페이지		#N/A
전체 결과 수		#N/A
고유번호		#N/A
사진번호		#N/A
사진원본명		#N/A
사진저장명		#N/A
사진URL		#N/A
쿼리페이지 시작점		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
기관구분코드		#N/A
기관구분명		#N/A
기관구분명		#N/A
기관구분코드		#N/A
기관명		#N/A
소재지		#N/A
전화번호		#N/A
팩스번호		#N/A
URL		#N/A
지사코드		#N/A
지사명		#N/A
페이지당 목록 수		#N/A
페이지 번호		#N/A
정원수		#N/A
어린이집전화번호		#N/A
어린이집팩스번호		#N/A
소재지도로명주소		#N/A
보육교직원수		#N/A
위도		#N/A
경도		#N/A
소재지지번주소		#N/A
보육실수		#N/A
놀이터수		#N/A
CCTV설치수		#N/A
"Y : 운영
N : 미운영"		#N/A
홈페이지주소		#N/A
데이터기준일자		#N/A
시도명		#N/A
시군구명		#N/A
어린이집유형구분		#N/A
결과코드		#N/A
결과메세지		#N/A
어린이집명		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
산정보코드		#N/A
산상세정보내용		#N/A
산정보개관		#N/A
관리자전화번호		#N/A
관리주체		#N/A
높이, 단위 : m(미터)		#N/A
소재지		#N/A
산정보부제		#N/A
산명		#N/A
명산		#N/A
목록에서 조회된 산정보코드		#N/A
이미지명		#N/A
이미지순번		#N/A
이미지파일명		#N/A
산정보ID		#N/A
산정보ID		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
숲이야기순번		#N/A
구분		#N/A
식물명		#N/A
영문명		#N/A
안내		#N/A
학명		#N/A
식물분류군명		#N/A
서식장소		#N/A
식물의 일생		#N/A
식물자료제공		#N/A
등록일		#N/A
식물이야기 설명		#N/A
목록에서 조회된 숲이야기순번		#N/A
이미지순번		#N/A
이미지명		#N/A
이미지파일명		#N/A
(NULL)		#N/A
(NULL)		#N/A
일련번호		#N/A
등록일자		#N/A
수정일자		#N/A
보기url		#N/A
지정번호		#N/A
시대		#N/A
소재지		#N/A
지정일자		#N/A
Artisan		#N/A
홈페이지주소		#N/A
트위터url		#N/A
페이스북url		#N/A
미투데이url		#N/A
yozmUrl		#N/A
요약		#N/A
busCond		#N/A
작품이름		#N/A
버스시간		#N/A
휴무일자		#N/A
허가자		#N/A
주차정보		#N/A
팩스번호		#N/A
결과코드		#N/A
결과메세지		#N/A
목록		#N/A
일련번호		#N/A
제목		#N/A
사용유무		#N/A
우편번호		#N/A
주소코드		#N/A
주소1		#N/A
주소		#N/A
영문주소		#N/A
위도		#N/A
경도		#N/A
파일일련번호		#N/A
내용		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
보기url		#N/A
지정번호		#N/A
시대		#N/A
소재지		#N/A
지정일자		#N/A
Artisan		#N/A
홈페이지주소		#N/A
트위터url		#N/A
페이스북url		#N/A
미투데이url		#N/A
yozmUrl		#N/A
요약		#N/A
busCond		#N/A
작품이름		#N/A
버스시간		#N/A
휴무일자		#N/A
허가자		#N/A
주차정보		#N/A
팩스번호		#N/A
결과코드		#N/A
결과메세지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
목록		#N/A
일련번호		#N/A
제목		#N/A
사용유무		#N/A
우편번호		#N/A
주소코드		#N/A
주소1		#N/A
주소		#N/A
영문주소		#N/A
위도		#N/A
경도		#N/A
파일일련번호		#N/A
내용		#N/A
등록일자		#N/A
수정일자		#N/A
서비스키		#N/A
리스트수		#N/A
페이지 번호		#N/A
결과코드		#N/A
결과메세지		#N/A
목록		#N/A
축제명		#N/A
개최장소		#N/A
축제시작일자		#N/A
축제종료일자		#N/A
축제내용		#N/A
주관기관		#N/A
주최기관		#N/A
후원기관		#N/A
연락처		#N/A
홈페이지주소		#N/A
관련정보		#N/A
소재지도로명주소		#N/A
소재지지번주소		#N/A
경도		#N/A
위도		#N/A
데이터기준일자		#N/A
한 페이지 결과 수		#N/A
페이지 수		#N/A
데이터 총 개수		#N/A
일련번호		#N/A
홈페이지주소		#N/A
캐스트맴버		#N/A
티켓가격		#N/A
관람연령		#N/A
행사장소		#N/A
관람장소		#N/A
할인정보		#N/A
행사요약		#N/A
행사소개		#N/A
초청url		#N/A
"포스터 이미지 위치
사용예
http://culture.suwon
.go.kr/common-upload/
upload/culture/2014/
1/26/94e201c712cd-
49ce-aa5aa9d4f4d51
28b.jpg"		#N/A
포스터제목		#N/A
오픈유무		#N/A
org구분번호		#N/A
보기url		#N/A
시간상세		#N/A
org행사일련번호		#N/A
초청정보내용		#N/A
좌석정보url		#N/A
결과코드		#N/A
결과메세지		#N/A
목록		#N/A
일련번호		#N/A
그룹코드		#N/A
테마코드		#N/A
구코드		#N/A
동코드		#N/A
행사명		#N/A
규모코드		#N/A
행사타겟		#N/A
시작일자		#N/A
종료일자		#N/A
행사주간코드		#N/A
시작시간		#N/A
종료시간		#N/A
행사장주소		#N/A
경도		#N/A
위도		#N/A
전화번호		#N/A
팩스번호		#N/A
웹투폰구분		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
행사장주소		#N/A
경도		#N/A
위도		#N/A
전화번호		#N/A
팩스번호		#N/A
웹투폰구분		#N/A
홈페이지주소		#N/A
캐스트맴버		#N/A
티켓가격		#N/A
관람연령		#N/A
행사장소		#N/A
관람장소		#N/A
할인정보		#N/A
행사요약		#N/A
행사소개		#N/A
초청url		#N/A
포스터 이미지 위치		#N/A
포스터제목		#N/A
오픈유무		#N/A
org구분번호		#N/A
"상세보기 페이지 이동 :
http://culture.suwon.go.kr/(보기url)"		#N/A
시간상세		#N/A
org행사일련번호		#N/A
초청정보내용		#N/A
좌석정보url		#N/A
결과코드		#N/A
결과메세지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
목록		#N/A
일련번호		#N/A
그룹코드		#N/A
테마코드		#N/A
구코드		#N/A
동코드		#N/A
행사명		#N/A
규모코드		#N/A
행사타겟		#N/A
시작일자		#N/A
종료일자		#N/A
행사주간코드		#N/A
시작시간		#N/A
종료시간		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
페이지당 목록 수		#N/A
페이지 번호		#N/A
결과코드		#N/A
결과메세지		#N/A
목록		#N/A
구분		#N/A
화장실명		#N/A
남성용-대변기수		#N/A
남성용-소변기수		#N/A
소재지도로명주소		#N/A
남성용-장애인용대변기수		#N/A
남성용-장애인용소변기수		#N/A
Y : 보유		#N/A
위도		#N/A
경도		#N/A
남성용-어린이용대변기수		#N/A
소재지지번주소		#N/A
남성용-어린이용소변기수		#N/A
여성용-대변기수		#N/A
여성용-장애인용대변기수		#N/A
여성용-어린이용대변기수		#N/A
관리기관명		#N/A
연락처		#N/A
개방시간		#N/A
설치년도		#N/A
데이터기준일자		#N/A
(NULL)		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
결과형식		#N/A
검색시작년도		#N/A
검색종료년도		#N/A
행정구역코드		#N/A
시도 명		#N/A
시군구 명		#N/A
읍면동 명		#N/A
리 명		#N/A
결과코드		#N/A
결과코드		#N/A
순번		#N/A
년도		#N/A
시도		#N/A
시군구		#N/A
읍면동		#N/A
리		#N/A
행정구역코드		#N/A
총계업소수		#N/A
총계시설면적(m2)		#N/A
총계사료사용량(kg/월)		#N/A
가두리업소수		#N/A
가두리시설면적(m2)		#N/A
가두리사료사용량(kg/월)		#N/A
유수식업소수		#N/A
유수식시설면적(m2)		#N/A
유수식사료사용량(kg/월)		#N/A
도전양식업소수		#N/A
도전양식시설면적(m2)		#N/A
도전양식사료사용량(kg/월)		#N/A
지수식업소수		#N/A
지수식시설면적(m2)		#N/A
지수식사료사용량(kg/월)		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
전체 결과 수		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
결과형식		#N/A
검색시작년도		#N/A
검색종료년도		#N/A
행정구역코드		#N/A
시도 명		#N/A
시군구 명		#N/A
읍면동 명		#N/A
리 명		#N/A
결과코드		#N/A
결과코드		#N/A
순번		#N/A
년도		#N/A
행정구역코드		#N/A
시도		#N/A
시군구		#N/A
읍면동		#N/A
리		#N/A
하수처리시설명		#N/A
하수처리시설코드		#N/A
분뇨처리시설명		#N/A
분뇨처리시설코드		#N/A
지정내역		#N/A
가정용물사용량_합계		#N/A
가정용물사용량_시가_하수처리지역_분류식		#N/A
가정용물사용량_시가_하수처리지역_합류식		#N/A
가정용물사용량_시가_하수미처리지역_오수		#N/A
가정용물사용량_시가_하수미처리지역_정화조		#N/A
가정용물사용량_시가_하수미처리지역_수거식		#N/A
가정용물사용량_비시가_하수처리지역_분류식		#N/A
가정용물사용량_비시가_하수처리지역_합류식		#N/A
가정용물사용량_비시가_하수미처리지역_오수		#N/A
가정용물사용량_비시가_하수미처리지역_정화조		#N/A
가정용물사용량_비시가_하수미처리지역_수거식		#N/A
영업용물사용량_합계		#N/A
영업용물사용량_시가_하수처리지역		#N/A
영업용물사용량_시가_하수미처리지역		#N/A
영업용물사용량_비시가_하수처리지역		#N/A
영업용물사용량_비시가_하수미처리지역		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
전체 결과 수		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
결과형식		#N/A
검색시작년도		#N/A
검색종료년도		#N/A
행정구역코드		#N/A
시도 명		#N/A
시군구 명		#N/A
읍면동 명		#N/A
리 명		#N/A
결과코드		#N/A
결과코드		#N/A
순번		#N/A
년도		#N/A
시도		#N/A
시군구		#N/A
읍면동		#N/A
리		#N/A
행정구역코드		#N/A
종말처리시설명		#N/A
총계_업소수		#N/A
총계_폐수발생량		#N/A
총계_폐수방류량		#N/A
총계_BOD발생부하량(kg/일)		#N/A
총계_COD발생부하량(kg/일)		#N/A
총계_SS발생부하량(kg/일)		#N/A
총계_TN발생부하량(kg/일)		#N/A
총계_TP생부하량(kg/일)		#N/A
총계_BOD생부하량(kg/일)		#N/A
총계_COD생부하량(kg/일)		#N/A
총계_SS생부하량(kg/일)		#N/A
총계_TN배출부하량(kg/일)		#N/A
총계_TP배출부하량(kg/일)		#N/A
종말처리장연계_업소수		#N/A
종말처리장연계_폐수발생량(m3/일)		#N/A
종말처리장연계_폐수방류량(m3/일)		#N/A
종말처리장연계_BOD발생부하량(kg/일)		#N/A
종말처리장연계_COD발생부하량(kg/일)		#N/A
종말처리장연계_SS발생부하량(kg/일)		#N/A
종말처리장연계_TN발생부하량(kg/일)		#N/A
0.04		#N/A
종말처리장연계_BOD배출부하량(kg/일)		#N/A
종말처리장연계_COD배출부하량(kg/일)		#N/A
종말처리장연계_SS배출부하량(kg/일)		#N/A
종말처리장연계_TN배출부하량(kg/일)		#N/A
종말처리장연계_TP배출부하량(kg/일)		#N/A
직접방류_업소수		#N/A
직접방류_폐수발생량(m3/일)		#N/A
직접방류_폐수방류량(m3/일)		#N/A
직접방류_BOD발생부하량(kg/일)		#N/A
직접방류_COD발생부하량(kg/일)		#N/A
직접방류_SS발생부하량(kg/일)		#N/A
직접방류_TN발생부하량(kg/일)		#N/A
직접방류_TP발생부하량(kg/일)		#N/A
직접방류_BOD배출부하량(kg/일)		#N/A
직접방류_COD배출부하량(kg/일)		#N/A
직접방류_SS배출부하량(kg/일)		#N/A
직접방류_TN배출부하량(kg/일)		#N/A
직접방류_TP배출부하량(kg/일)		#N/A
위탁처리_업소수		#N/A
위탁처리_폐수발생량		#N/A
위탁처리_폐수방류량		#N/A
위탁처리_BOD발생부하량(m3/일)		#N/A
위탁처리_COD발생부하량(m3/일)		#N/A
위탁처리_SS발생부하량(m3/일)		#N/A
위탁처리_TN발생부하량(m3/일)		#N/A
위탁처리_TP발생부하량(kg/일)		#N/A
위탁처리_BOD배출부하량(kg/일)		#N/A
위탁처리_COD배출부하량(kg/일)		#N/A
위탁처리_SS배출부하량(kg/일)		#N/A
위탁처리_TN배출부하량(kg/일)		#N/A
위탁처리_TP배출부하량(kg/일)		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
전체 결과 수		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
결과형식		#N/A
검색시작년도		#N/A
검색종료년도		#N/A
하천코드		#N/A
riv_nm		#N/A
결과코드		#N/A
결과코드		#N/A
순번		#N/A
년도		#N/A
하천코드		#N/A
하천명		#N/A
인구총계(명)		#N/A
시가인구_하수처리지역_분류식		#N/A
시가인구_하수처리지역_합류식		#N/A
시가인구_하수미처리지역_오수		#N/A
시가인구_하수미처리지역_정화조		#N/A
시가인구_하수미처리지역_수거식		#N/A
비시가인구_하수처리지역_분류식		#N/A
비시가인구_하수처리지역_합류식		#N/A
비시가인구_하수미처리지역_오수		#N/A
비시가인구_하수미처리지역_정화조		#N/A
비시가인구_하수미처리지역_수거식		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
전체 결과 수		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
결과형식		#N/A
검색시작년도		#N/A
검색종료년도		#N/A
하천코드		#N/A
하천명		#N/A
결과코드		#N/A
결과코드		#N/A
순번		#N/A
년도		#N/A
하천코드		#N/A
rivNm		#N/A
가정용물사용량_합계		#N/A
가정용물사용량_시가_하수처리지역_분류식		#N/A
가정용물사용량_시가_하수처리지역_합류식		#N/A
가정용물사용량_시가_하수미처리지역_오수		#N/A
가정용물사용량_시가_하수미처리지역_정화조		#N/A
가정용물사용량_시가_하수미처리지역_수거식		#N/A
가정용물사용량_비시가_하수처리지역_분류식		#N/A
가정용물사용량_비시가_하수처리지역_합류식		#N/A
가정용물사용량_비시가_하수미처리지역_오수		#N/A
가정용물사용량_비시가_하수미처리지역_정화조		#N/A
가정용물사용량_비시가_하수미처리지역_수거식		#N/A
영업용물사용량_합계		#N/A
영업용물사용량_시가_하수처리지역		#N/A
영업용물사용량_시가_하수미처리지역		#N/A
영업용물사용량_비시가_하수처리지역		#N/A
영업용물사용량_비시가_하수미처리지역		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
결과형식		#N/A
검색시작년도		#N/A
검색종료년도		#N/A
하천코드		#N/A
하천명		#N/A
결과코드		#N/A
결과코드		#N/A
순번		#N/A
년도		#N/A
하천코드		#N/A
하천명		#N/A
총사육두수		#N/A
총농가수		#N/A
가금및기타		#N/A
개		#N/A
닭		#N/A
돼지		#N/A
마필(말)		#N/A
면양(육양포함)		#N/A
사슴		#N/A
산양(염소포함)		#N/A
오리		#N/A
유우(젖소)		#N/A
타조		#N/A
한우(소)		#N/A
법적규제(허가건수)		#N/A
법적규제(신고건수)		#N/A
법적규제(신고미만건수)		#N/A
가축분뇨 처리방법_폐수처리방법 비율(위탁)		#N/A
가축분뇨 처리방법_폐수처리방법 비율(개별)		#N/A
가축분뇨 처리방법_고형물 처리방법 비율(위탁)		#N/A
가축분뇨 처리방법_고형물 처리방법 비율(개별)		#N/A
가축분뇨 처리방법_가축분뇨공공처리시설_차집유형(직접)		#N/A
가축분뇨 처리방법_가축분뇨공공처리시설_차집유형(관거)		#N/A
가축분뇨 처리방법_가축분뇨공공처리시설_처리량		#N/A
가축분뇨 처리방법_위탁처리량_재활용		#N/A
가축분뇨 처리방법_위탁처리량_가축분뇨처리업		#N/A
가축분뇨발생량_폐수		#N/A
가축분뇨발생량_고형물		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
결과형식		#N/A
검색시작년도		#N/A
검색종료년도		#N/A
하천코드		#N/A
하천명		#N/A
결과코드		#N/A
결과코드		#N/A
순번		#N/A
년도		#N/A
하천코드		#N/A
하천명		#N/A
총계_업소수		#N/A
총계_폐수발생량		#N/A
총계_폐수방류량		#N/A
총계_BOD발생부하량(kg/일)		#N/A
총계_TN발생부하량(kg/일)		#N/A
총계_TP생부하량(kg/일)		#N/A
