필드명,필드길이,필드띄어쓰기,필드특수문자,필드특수문자수
(NULL),6,0,Yes,2
결과코드,4,0,No,0
결과코드,4,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
축종,2,0,No,0
농장수,3,0,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
농장수,3,0,No,0
업종,2,0,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
축종,2,0,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
축종별 코드,6,1,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
축종,2,0,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
농장수,3,0,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
운영상태,4,0,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
축종,2,0,No,0
농장수,3,0,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
사육규모,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
사육규모,4,0,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
축종,2,0,No,0
농장수,3,0,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
질병명,3,0,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
축종,2,0,No,0
농장수,3,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
축종,2,0,No,0
농장수,3,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
업종,2,0,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
축종,2,0,No,0
농장수,3,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
축종,2,0,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
농장수,3,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
(NULL),6,0,Yes,2
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
질병명,3,0,No,0
시도,2,0,No,0
시군구,3,0,No,0
읍면동,3,0,No,0
축종,2,0,No,0
농장수,3,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
"검색하고자하는 조회구분 1:입력일시, 2:조달요청번호",31,3,Yes,5
"검색하고자하는 입력일시범위 시작 'YYYYMMDDHHMM"" 조회구분 1일 경우 필수",49,7,Yes,5
"검색하고자하는 입력일시범위 종료 'YYYYMMDDHHMM""  조회구분 1일 경우 필수",50,8,Yes,5
검색하고자하는 조달요청번호(10자리이상입력) 조회구분 2일 경우 필수. 나라장터화면에서 접수번호,53,7,Yes,3
결과코드,4,0,No,0
결과메세지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
"입찰업무를 구분하는 명으로 물품, 용역, 공사, 외자로 구분함",36,7,Yes,5
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
"*총액계약은 계약목적물 전체에 대하여 단가가 아닌 총액으로 체결하는 계약형태, *단가계약은 수요 빈도가 많은 품목에 대하여 단가에 의해 예정수량을 명시하고 체결하는 계약형태, *제3자단가계약은 각 수요기관에서 공통적으로 필요로 하는 수요물자를 계약시 미리 단가만을 정하여 계약을 체결하고 각 수요기관에서 직접 납품요구하여 구매하는 계약형태",191,39,Yes,7
조달요청의 대표납품장소,12,1,No,0
발주기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 발주기관 코드가 표기됨,83,15,Yes,2
발주기관의 명,7,1,No,0
총액 조달요청일 경우 수요기관이 물품대금을 리스계약을 통해 지불할 것인지에 대한 구분(Y/N),52,10,Yes,3
담당자가 조달요청서를 접수한 일시 ”YYYY-MM-DD HH:MM:SS”,40,5,Yes,6
조달요청의 조달요청명,11,1,No,0
물품분류번호 8자리에 해당하는 물품의 한글이름,25,4,No,0
조달요청의 대표단가,10,1,No,0
조달요청의 대표수량,10,1,No,0
"조달요청의 대표금액(원화, 원)",19,2,Yes,5
"품대에 수수료를 합한금액 (원화, 원)",23,4,Yes,5
조달요청시 조달청 담당자의 사번,17,3,No,0
조달요청시 조달청 담당자의 명,16,3,No,0
나라장터에서 조달요청상세정보를 확인할수 있는 URL,28,4,No,0
조달요청의 대표단위,10,1,No,0
조달요청의 대표규격명세내용,14,1,No,0
조달요청의 대표납기일자(YYYY-MM-DD),24,1,Yes,4
조달요청의 대표납품일수,12,1,No,0
조달요청의 대표물품식별번호,14,1,No,0
"장기계약시 초년도 통합계약식별번호, 입력일시 ""YYYY-MM-DD HH:MM:SS""",50,5,Yes,11
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
결과코드,4,0,No,0
결과메세지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
조달요청서 내역 일련번호,13,2,No,0
물품분류번호 8자리에 해당하는 물품의 한글이름,25,4,No,0
조달요청의 한글품목명,11,1,No,0
물품 조달요청의 물품수량,13,2,No,0
"조달요청의 수량단가금액(원화, 원)",21,2,Yes,5
"물품 조달요청의 물품금액(원화, 원)",22,3,Yes,5
물품 조달요청의 물품단위,13,2,No,0
물품의 납품기한”YYYY-MM-DD HH:MM:SS”,29,2,Yes,6
납품장소명,5,0,No,0
인도조건을 나타내는 항목으로 코드값을 기재,23,4,No,0
조달요청의 인도조건명,11,1,No,0
계약된 날로부터 납품기한까지의 일수,19,3,No,0
품명에 대한 분류번호로서 8자리로 표시,21,4,No,0
품목에 대한 고유번호로서 8자리로 표시,21,4,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
"검색하고자하는 조회구분 1:접수일시, 2:결재일시, 3:조달요청번호",39,4,Yes,7
"검색하고자하는 접수일시, 결재일시범위 시작 'YYYYMMDDHHMM""  조회구분이 1, 2인 경우 필수",60,10,Yes,7
"검색하고자하는 접수일시범위 종료 'YYYYMMDDHHMM""  조회구분이 1, 2인 경우 필수",54,9,Yes,6
검색하고자하는 조달요청번호  조회구분이 3인 경우 필수,30,6,No,0
검색하고자하는 접수지청명,13,1,No,0
검색하고자하는 품명,10,1,No,0
검색하고자하는 발주기관코드,14,1,No,0
검색하고자하는 발주기관명,13,1,No,0
검색하고자하는 물품분류번호,14,1,No,0
"검색하고자하는 계약구분 : 1: 총액계약, 2: 단가계약, 3: 제3자단가계약, 4: 단가납품요구, 5: 3자납품요구 조회구분이 1, 2인 경우 선택",85,17,Yes,13
"검색하고자하는 규격문서여부 조회구분이 1, 2인 경우 선택",34,6,Yes,3
결과코드,4,0,No,0
결과메세지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
"입찰업무를 구분하는 명으로 물품, 용역, 공사, 외자로 구분함",36,7,Yes,5
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
"*총액계약은 계약목적물 전체에 대하여 단가가 아닌 총액으로 체결하는 계약형태, *단가계약은 수요 빈도가 많은 품목에 대하여 단가에 의해 예정수량을 명시하고 체결하는 계약형태, *제3자단가계약은 각 수요기관에서 공통적으로 필요로 하는 수요물자를 계약시 미리 단가만을 정하여 계약을 체결하고 각 수요기관에서 직접 납품요구하여 구매하는 계약형태",191,39,Yes,7
조달요청의 대표납품장소,12,1,No,0
발주기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 발주기관 코드가 표기됨,83,15,Yes,2
발주기관의 명,7,1,No,0
총액 조달요청일 경우 수요기관이 물품대금을 리스계약을 통해 지불할 것인지에 대한 구분(Y/N),52,10,Yes,3
담당자가 조달요청서를 접수한 일시 ”YYYY-MM-DD HH:MM:SS”,40,5,Yes,6
조달요청의 조달요청명,11,1,No,0
물품분류번호 8자리에 해당하는 물품의 한글이름,25,4,No,0
조달요청의 대표단가,10,1,No,0
조달요청의 대표수량,10,1,No,0
"조달요청의 대표금액(원화, 원)",19,2,Yes,5
"품대에 수수료를 합한금액 (원화, 원)",23,4,Yes,5
조달요청시 조달청 담당자의 사번,17,3,No,0
조달요청시 조달청 담당자의 명,16,3,No,0
나라장터에서 조달요청상세정보를 확인할수 있는 URL,28,4,No,0
조달요청의 대표단위,10,1,No,0
조달요청의 대표규격명세내용,14,1,No,0
조달요청의 대표납기일자(YYYY-MM-DD),24,1,Yes,4
조달요청의 대표납품일수,12,1,No,0
조달요청의 대표물품식별번호,14,1,No,0
장기계약시 초년도 통합계약식별번호,18,2,No,0
"입력일시 ""YYYY-MM-DD HH:MM:SS""",30,2,Yes,10
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
"검색하고자하는 조회구분 1:입력일시, 2:조달요청번호 나라장터화면에서 공사관리번호",47,5,Yes,5
"검색하고자하는 입력일시범위 시작 'YYYYMMDDHHMM"" 조회구분 1일 경우 필수",49,7,Yes,5
"검색하고자하는 입력일시범위 종료 'YYYYMMDDHHMM"" 조회구분 1일 경우 필수",49,7,Yes,5
검색하고자하는 조달요청번호(하이픈없이 숫자만 입력 EX) 1603216-00 조회구분 2일 경우 필수. 나라장터 화면에서 공사관리번호,74,12,Yes,4
결과코드,4,0,No,0
결과메세지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
"입찰업무를 구분하는 명으로 물품, 용역, 공사, 외자로 구분함",36,7,Yes,5
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
조달요청의 조달요청명,11,1,No,0
담당자가 조달요청서를 접수한 일시 ”YYYY-MM-DD HH:MM:SS”,40,5,Yes,6
발주기관의 명,7,1,No,0
발주기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 발주기관 코드가 표기됨,83,15,Yes,2
"계약체결의 방법을 구분하는 명으로 대안, 턴키, 일반계약, P.Q, 수의계약, 실적경쟁으로 구분 단, 기술검토정보가 없을 경우는 “검토 중”으로 표기",85,17,Yes,11
조달요청이 신규인지 장기인지 구분,18,3,No,0
"조달요청의 총공사규모금액(원화, 원)",22,2,Yes,5
"조달요청의 공종명단, 기술검토정보가 없을경우는 “검토 중”으로 표기",39,6,Yes,5
"도급금액은 추정가격에 부가세를 더한 금액(원화, 원)",31,5,Yes,5
"금차도급금액은 당해 차수에 대한 도급금액 (원화,원",30,5,Yes,4
조달요청의 주공종부서의 명,14,2,No,0
"발주자(수요기관)이 제공하는 관급자재의 설치비용(원화, 원)",35,4,Yes,7
조달요청의 총공사일,10,1,No,0
조달요청의 금차공사일수,12,1,No,0
"사전검토의 항목으로, 추정가격에 부가세를 더한 금액(원화, 원)",37,6,Yes,6
조달요청의 공사현장지역명,13,1,No,0
"관급금액을 제외한 총 공사의 예정금액으로 부가세를 포함한 금액(원화, 원)",43,8,Yes,5
조달요청의 기술검토의뢰일자(YYYY-MM-DD),26,1,Yes,4
조달요청시 조달청 담당자의 사번,17,3,No,0
조달요청시 조달청 담당자의 명,16,3,No,0
나라장터에서 조달요청상세정보를 확인할수 있는 URL,28,4,No,0
조달요청의 접수지청명,11,1,No,0
"조달요청의 금차예산금액(원화, 원)",21,2,Yes,5
장기계약시 초년도 조달요청번호,16,2,No,0
"입력일시 ""YYYY-MM-DD HH:MM:SS""",30,2,Yes,10
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
"검색하고자하는 조회구분 1.접수일시, 2.조달요청번호 .나라장터화면에서 공사관리번호",48,5,Yes,6
"검색하고자하는 접수일시 범위 시작 'YYYYMMDDHHMM""조회구분이 1일 경우 필수",50,7,Yes,5
"검색하고자하는 접수일시종료 'YYYYMMDDHHMM""조회구분이 1일 경우 필수",46,5,Yes,5
검색하고자하는 접수지청명,13,1,No,0
검색하고자하는 조달요청명,13,1,No,0
검색하고자하는 발주기관코드,14,1,No,0
검색하고자하는 발주기관명,13,1,No,0
검색하고자하는 조달요청번호(하이픈없이 숫자만 입력 EX) 1603216-00 =>160321600 조회구분 2일 경우 필수. 나라장터 화면에서 공사관리번호,86,13,Yes,6
결과코드,4,0,No,0
결과메세지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
"입찰업무를 구분하는 명으로 물품, 용역, 공사, 외자로 구분함",36,7,Yes,5
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
조달요청의 조달요청명,11,1,No,0
담당자가 조달요청서를 접수한 일시 ”YYYY-MM-DD HH:MM:SS”,40,5,Yes,6
발주기관의 명,7,1,No,0
발주기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 발주기관 코드가 표기됨,83,15,Yes,2
"계약체결의 방법을 구분하는 명으로 대안, 턴키, 일반계약, P.Q, 수의계약, 실적경쟁으로 구분. 단, 기술검토정보가 없을 경우는 “검토 중”으로 표기",86,17,Yes,12
조달요청이 신규인지 장기인지 구분,18,3,No,0
"조달요청의 총공사규모금액(원화, 원)",22,2,Yes,5
"조달요청의 공종명단, 기술검토정보가 없을경우는 “검토 중”으로 표기",39,6,Yes,5
"도급금액은 추정가격에 부가세를 더한 금액(원화, 원)",31,5,Yes,5
"금차도급금액은 당해 차수에 대한 도급금액 (원화,원)",31,5,Yes,5
조달요청의 주공종부서의 명,14,2,No,0
"발주자(수요기관)이 제공하는 관급자재의 설치비용(원화, 원)",35,4,Yes,7
조달요청의 총공사일,10,1,No,0
조달요청의 금차공사일수,12,1,No,0
"사전검토의 항목으로, 추정가격에 부가세를 더한 금액(원화, 원)",37,6,Yes,6
조달요청의 공사현장지역명,13,1,No,0
"관급금액을 제외한 총 공사의 예정금액으로 부가세를 포함한 금액(원화, 원",42,8,Yes,4
조달요청의 기술검토의뢰일자(YYYY-MM-DD),26,1,Yes,4
조달요청시 조달청 담당자의 사번,17,3,No,0
조달요청시 조달청 담당자의 명,16,3,No,0
나라장터에서 조달요청상세정보를 확인할수 있는 URL,28,4,No,0
조달요청의 접수지청명,11,1,No,0
"조달요청의 금차예산금액(원화, 원)",21,2,Yes,5
장기계약시 초년도 조달요청번호,16,2,No,0
"입력일시 ""YYYY-MM-DD HH:MM:SS""",30,2,Yes,10
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
"검색하고자하는 조회구분 1:입력일시, 2:조달요청번호. 나라장터화면에서 접수번호",46,5,Yes,6
"검색하고자하는 입력일시범위 시작 'YYYYMMDDHHMM"" 조회구분 1일 경우 필수",49,7,Yes,5
"검색하고자하는 입력일시범위 종료 'YYYYMMDDHHMM"" 조회구분 1일 경우 필수",49,7,Yes,5
검색하고자하는 조달요청번호. 나라장터화면에서 접수번호,29,3,Yes,1
결과코드,4,0,No,0
결과메세지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
"입찰업무를 구분하는 명으로 물품, 용역, 공사, 외자로 구분함",36,7,Yes,5
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
"*총액계약은 계약목적물 전체에 대하여 단가가 아닌 총액으로 체결하는 계약형태, *단가계약은 수요 빈도가 많은 품목에 대하여 단가에 의해 예정수량을 명시하고 체결하는 계약형태,  *제3자단가계약은 각 수요기관에서 공통적으로 필요로 하는 수요물자를 계약시 미리 단가만을 정하여 계약을 체결하고 각 수요기관에서 직접 납품요구하여 구매하는 계약형태",192,40,Yes,7
조달요청의 대표납품장소,12,1,No,0
발주기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 발주기관 코드가 표기됨,83,15,Yes,2
발주기관의 명,7,1,No,0
총액 조달요청일 경우 수요기관이 물품대금을 리스계약을 통해 지불할 것인지에 대한 구분(Y/N),52,10,Yes,3
담당자가 조달요청서를 접수한 일시 “YYYY-MM-DD HH:MM:SS”,40,5,Yes,6
조달요청의 조달요청명,11,1,No,0
물품분류번호 8자리에 해당하는 물품의 한글이름,25,4,No,0
조달요청의 대표단가,10,1,No,0
조달요청의 대표수량,10,1,No,0
"조달요청의 대표금액(원화, 원)",19,2,Yes,5
"품대에 수수료를 합한금액 (원화, 원)",23,4,Yes,5
조달요청시 조달청 담당자의 사번,17,3,No,0
조달요청시 조달청 담당자의 명,16,3,No,0
나라장터에서 조달요청상세정보를 확인할수 있는 URL,28,4,No,0
조달요청의 대표단위,10,1,No,0
조달요청의 대표규격명세내용,14,1,No,0
조달요청의 대표납기일자(YYYY-MM-DD),24,1,Yes,4
조달요청의 대표납품일수,12,1,No,0
조달요청의 대표물품식별번호,14,1,No,0
장기계약시 초년도 통합계약식별번호,18,2,No,0
"입력일시 ""YYYY-MM-DD HH:MM:SS""",30,2,Yes,10
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
"검색하고자하는 조회구분 1:접수일시, 2:조달요청번호",31,3,Yes,5
"검색하고자하는 접수일시범위 시작 'YYYYMMDDHHMM"" 조회구분이 1인 경우 필수",50,7,Yes,5
"검색하고자하는 접수일시범위 종료 'YYYYMMDDHHMM"" 조회구분이 1인 경우 필수",50,7,Yes,5
"검색하고자하는 지청명 EX)본청, 서울지방조달청",28,3,Yes,4
검색하고자하는 품명,10,1,No,0
검색하고자하는 발주기관코드,14,1,No,0
검색하고자하는 발주기관명,13,1,No,0
검색하고자하는 물품분류번호,14,1,No,0
"검색하고자하는 계약구분 : 1:총액계약, 2, 단가계약, 3:제3자단가계약, 4:단가납품요구, 5:3자납품요구",63,8,Yes,12
검색하고자하는 규격문서여부,14,1,No,0
검색하고자하는 조달요청번호,14,1,No,0
결과코드,4,0,No,0
결과메세지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
"입찰업무를 구분하는 명으로 물품, 용역, 공사, 외자로 구분함",36,7,Yes,5
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
"*총액계약은 계약목적물 전체에 대하여 단가가 아닌 총액으로 체결하는 계약형태, *단가계약은 수요 빈도가 많은 품목에 대하여 단가에 의해 예정수량을 명시하고 체결하는 계약형태, *제3자단가계약은 각 수요기관에서 공통적으로 필요로 하는 수요물자를 계약시 미리 단가만을 정하여 계약을 체결하고 각 수요기관에서 직접 납품요구하여 구매하는 계약형태",191,39,Yes,7
조달요청의 대표납품장소,12,1,No,0
발주기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 발주기관 코드가 표기됨,83,15,Yes,2
발주기관의 명,7,1,No,0
총액 조달요청일 경우 수요기관이 물품대금을 리스계약을 통해 지불할 것인지에 대한 구분(Y/N),52,10,Yes,3
담당자가 조달요청서를 접수한 일시 ”YYYY-MM-DD HH:MM:SS”,40,5,Yes,6
조달요청의 조달요청명,11,1,No,0
물품분류번호 8자리에 해당하는 물품의 한글이름,25,4,No,0
조달요청의 대표단가,10,1,No,0
조달요청의 대표수량,10,1,No,0
"조달요청의 대표금액(원화, 원)",19,2,Yes,5
"품대에 수수료를 합한금액 (원화, 원)",23,4,Yes,5
조달요청시 조달청 담당자의 사번,17,3,No,0
조달요청시 조달청 담당자의 명,16,3,No,0
나라장터에서 조달요청상세정보를 확인할수 있는 URL,28,4,No,0
조달요청의 대표단위,10,1,No,0
조달요청의 대표규격명세내용,14,1,No,0
조달요청의 대표납기일자(YYYY-MM-DD),24,1,Yes,4
조달요청의 대표납품일수,12,1,No,0
조달요청의 대표물품식별번호,14,1,No,0
장기계약시 초년도 통합계약식별번호,18,2,No,0
입력일시 “YYYY-MM-DD HH:MM:SS”,26,2,Yes,6
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
"검색하고자하는 조회구분 1:입력일시,  2:조달요청번호. 나라장터화면에서 접수번호",47,6,Yes,6
"검색하고자하는 입력일시범위 시작 'YYYYMMDDHHMM"" 조회구분 1일 경우 필수",49,7,Yes,5
"검색하고자하는 입력일시범위 종료 'YYYYMMDDHHMM"" 조회구분 1일 경우 필수",49,7,Yes,5
검색하고자하는 조달요청번호(하이픈없이 숫자만 입력 EX) 1603216-00,42,5,Yes,3
결과코드,4,0,No,0
결과메세지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
"입찰업무를 구분하는 명으로 물품, 용역, 공사, 외자로 구분함",36,7,Yes,5
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
조달요청의 조달요청명,11,1,No,0
담당자가 조달요청서를 접수한 일시 ”YYYY-MM-DD HH:MM:SS”,40,5,Yes,6
발주기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 발주기관 코드가 표기됨,83,15,Yes,2
발주기관의 명,7,1,No,0
"계약체결의 방법을 구분하는 명으로 대안, 턴키, 일반계약, P.Q, 수의계약, 실적경쟁으로 구분. 단, 기술검토정보가 없을 경우는 “검토 중”으로 표기",86,17,Yes,12
조달요청이 신규인지 장기인지 구분,18,3,No,0
"조달요청의 총공사규모금액(원화, 원)",22,2,Yes,5
"조달요청의 공종명 단, 기술검토정보가 없을 경우 “검토 중”",35,7,Yes,5
"도급금액은 추정가격에 부가세를 더한 금액(원화, 원)",31,5,Yes,5
조달요청의 주공종부서의 명,14,2,No,0
"발주자(수요기관)이 제공하는 관급자재의 설치비용(원화, 원)",35,4,Yes,7
조달요청의 총공사일,10,1,No,0
조달요청의 금차공사일수,12,1,No,0
"사전검토의 항목으로, 추정가격에 부가세를 더한 금액(원화, 원)",37,6,Yes,6
조달요청의 공사현장지역명,13,1,No,0
"관급금액을 제외한 총용역예산금액으로 부가세를 포함한 금액(원화, 원)",40,6,Yes,5
조달요청의 기술검토의뢰일자(YYYY-MM-DD),26,1,Yes,4
조달요청시 조달청 담당자의 사번,17,3,No,0
조달요청시 조달청 담당자의 명,16,3,No,0
나라장터에서 조달요청상세정보를 확인할수 있는 URL,28,4,No,0
조달요청의 접수지청명,11,1,No,0
"조달요청의 금차용역예산금액(원화, 원)",23,2,Yes,5
장기계약시 초년도 조달요청번호,16,2,No,0
"입력일시 ""YYYY-MM-DD HH:MM:SS""",30,2,Yes,10
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
"검색하고자하는 조회구분 1.접수일시, 2.조달요청번호. 나라장터화면에서 공사관리번호",48,5,Yes,6
"검색하고자하는 접수일시 범위 시작 'YYYYMMDDHHMM"" 조회구분이 1이면 필수",49,7,Yes,5
"검색하고자하는 접수일시종료 'YYYYMMDDHHMM"" 조회구분이 1이면 필수",45,5,Yes,5
"검색하고자하는 지청명 조회구분이 1일 경우 선택 EX)본청, 서울지방조달청",43,7,Yes,4
검색하고자 하는 발주기관코드 조회구분이 1일 경우 선택,30,6,No,0
검색하고자하는 발주기관명 조회구분이 1일 경우 선택,28,5,No,0
검색하고자하는 조달요청번호(하이픈없이 숫자만 입력 EX) 1603216-00=>160321600 조회구분 2일 경우 필수. 나라장터 화면에서 공사관리번호,85,12,Yes,6
결과코드,4,0,No,0
결과메세지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
"입찰업무를 구분하는 명으로 물품, 용역, 공사, 외자로 구분함",36,7,Yes,5
발주기관(또는 발주부서)의 계약의뢰 문서를 접수하면서 생성한 관리대장번호,40,6,Yes,2
조달요청의 조달요청명,11,1,No,0
담당자가 조달요청서를 접수한 일시 ”YYYY-MM-DD HH:MM:SS”,40,5,Yes,6
발주기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 발주기관 코드가 표기됨,83,15,Yes,2
발주기관의 명,7,1,No,0
"계약체결의 방법을 구분하는 명으로 대안, 턴키, 일반계약, P.Q, 수의계약, 실적경쟁으로 구분. 단, 기술검토정보가 없을 경우는 “검토 중”으로 표기",86,17,Yes,12
조달요청이 신규인지 장기인지 구분,18,3,No,0
"조달요청의 총공사규모금액(원화, 원)",22,2,Yes,5
"조달요청의 공종명 단, 기술검토정보가 없을 경우 “검토 중”",35,7,Yes,5
"도급금액은 추정가격에 부가세를 더한 금액(원화, 원)",31,5,Yes,5
조달요청의 주공종부서의 명,14,2,No,0
"발주자(수요기관)이 제공하는 관급자재의 설치비용(원화, 원)",35,4,Yes,7
